gameID,treatmentName,coding,text,time,round,recipient,sender.id,sender.name
01HMFD6Y3K9VY9SR4HBJ8529TQ,experiment1-0.7,n,3 rabbits,1.71E+12,5,01HMFDV64T6B4RGX4X5N3BJX0B,01HMFDVH0RRB2CW5RVSBAJSBAB,player 3
01HMFD6Y3K9VY9SR4HBJ8529TQ,experiment1-0.7,n,6 rabbits 1 squirrel,1.71E+12,5,01HMFDTY0YJJJJJ9EVMWXG1T0C,01HMFDV64T6B4RGX4X5N3BJX0B,player 2
01HMFD6Y3K9VY9SR4HBJ8529TQ,experiment1-0.7,n,I see 6 rabbits and 2 squirrels,1.71E+12,6,01HMFDV64T6B4RGX4X5N3BJX0B,01HMFDTY0YJJJJJ9EVMWXG1T0C,player 1
01HMFD6Y3K9VY9SR4HBJ8529TQ,experiment1-0.7,n,3 rabbits,1.71E+12,6,01HMFDVR4PHA6TYJQ97D91TS5E,01HMFDVH0RRB2CW5RVSBAJSBAB,player 3
01HMFD6Y3K9VY9SR4HBJ8529TQ,experiment1-0.7,n,6 rabbits 1 squirrel,1.71E+12,6,01HMFDVH0RRB2CW5RVSBAJSBAB,01HMFDV64T6B4RGX4X5N3BJX0B,player 2
01HMFD6Y3K9VY9SR4HBJ8529TQ,experiment1-0.7,n,5 rabbits 2 squirrels,1.71E+12,6,01HMFDTY0YJJJJJ9EVMWXG1T0C,01HMFDVR4PHA6TYJQ97D91TS5E,player 4
01HMFD6Y3K9VY9SR4HBJ8529TQ,experiment1-0.7,n,I see 6 rabbits and 2 squirrels,1.71E+12,7,01HMFDVH0RRB2CW5RVSBAJSBAB,01HMFDTY0YJJJJJ9EVMWXG1T0C,player 1
01HMFD6Y3K9VY9SR4HBJ8529TQ,experiment1-0.7,n,6 rabbits 1 squirrel,1.71E+12,7,01HMFDVR4PHA6TYJQ97D91TS5E,01HMFDV64T6B4RGX4X5N3BJX0B,player 2
01HMFD6Y3K9VY9SR4HBJ8529TQ,experiment1-0.7,n,3 rabbits,1.71E+12,7,01HMFDTY0YJJJJJ9EVMWXG1T0C,01HMFDVH0RRB2CW5RVSBAJSBAB,player 3
01HMFD6Y3K9VY9SR4HBJ8529TQ,experiment1-0.7,n,5 rabbits 2 squirrels,1.71E+12,7,01HMFDV64T6B4RGX4X5N3BJX0B,01HMFDVR4PHA6TYJQ97D91TS5E,player 4
01HMFD6Y3K9VY9SR4HBJ8529TQ,experiment1-0.7,n,I see 6 rabbits and 2 squirrels,1.71E+12,8,01HMFDVR4PHA6TYJQ97D91TS5E,01HMFDTY0YJJJJJ9EVMWXG1T0C,player 1
01HMFD6Y3K9VY9SR4HBJ8529TQ,experiment1-0.7,n,3 rabbits,1.71E+12,8,01HMFDV64T6B4RGX4X5N3BJX0B,01HMFDVH0RRB2CW5RVSBAJSBAB,player 3
01HMFD6Y3K9VY9SR4HBJ8529TQ,experiment1-0.7,n,6 rabbits 1 squirrel,1.71E+12,8,01HMFDTY0YJJJJJ9EVMWXG1T0C,01HMFDV64T6B4RGX4X5N3BJX0B,player 2
01HMFD6Y3K9VY9SR4HBJ8529TQ,experiment1-0.7,n,5 rabbits 2 squirrels,1.71E+12,8,01HMFDVH0RRB2CW5RVSBAJSBAB,01HMFDVR4PHA6TYJQ97D91TS5E,player 4
01HMFD6Y3K9VY9SR4HBJ8529TQ,experiment1-0.7,n,I see 6 rabbits and 2 squirrels,1.71E+12,9,01HMFDV64T6B4RGX4X5N3BJX0B,01HMFDTY0YJJJJJ9EVMWXG1T0C,player 1
01HMFD6Y3K9VY9SR4HBJ8529TQ,experiment1-0.7,n,3 rabbits,1.71E+12,9,01HMFDVR4PHA6TYJQ97D91TS5E,01HMFDVH0RRB2CW5RVSBAJSBAB,player 3
01HMFD6Y3K9VY9SR4HBJ8529TQ,experiment1-0.7,n,6 rabbits 1 squirrel,1.71E+12,9,01HMFDVH0RRB2CW5RVSBAJSBAB,01HMFDV64T6B4RGX4X5N3BJX0B,player 2
01HMFD6Y3K9VY9SR4HBJ8529TQ,experiment1-0.7,n,5 rabbits 2 squirrels,1.71E+12,9,01HMFDTY0YJJJJJ9EVMWXG1T0C,01HMFDVR4PHA6TYJQ97D91TS5E,player 4
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,n,I see 2 squirrels and 1 rabbit,1.71E+12,1,01HMFE0HR298612EFVNB330C6G,01HMFE3YFEQEKS73RSWEAQBEHN,player 3
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,n,four rabbits and two squirrels,1.71E+12,1,01HMFE0QNE43NWNTDR7B4T9HTF,01HMFEDCK7X31FSN4D482T6562,player 4
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,n,0,1.71E+12,1,01HMFE3YFEQEKS73RSWEAQBEHN,01HMFE0HR298612EFVNB330C6G,player 1
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,n,"2 squirrels, 1 rabbit",1.71E+12,2,01HMFE0QNE43NWNTDR7B4T9HTF,01HMFE3YFEQEKS73RSWEAQBEHN,player 3
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,n,four rabbits and two squirrels,1.71E+12,2,01HMFE3YFEQEKS73RSWEAQBEHN,01HMFEDCK7X31FSN4D482T6562,player 4
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,n,I can currently see two rabbits and four squirrels,1.71E+12,2,01HMFE0HR298612EFVNB330C6G,01HMFE0QNE43NWNTDR7B4T9HTF,player 2
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,n,I see no wildlife here,1.71E+12,2,01HMFEDCK7X31FSN4D482T6562,01HMFE0HR298612EFVNB330C6G,player 1
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,n,Zero squirrel zero rab,1.71E+12,2,01HMFEDCK7X31FSN4D482T6562,01HMFE0HR298612EFVNB330C6G,player 1
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,n,"2 squirrels , 1 rabbit",1.71E+12,3,01HMFEDCK7X31FSN4D482T6562,01HMFE3YFEQEKS73RSWEAQBEHN,player 3
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,n,"Again, four rabbits and two squirrels",1.71E+12,3,01HMFE0HR298612EFVNB330C6G,01HMFEDCK7X31FSN4D482T6562,player 4
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,n,i can see three squirrels and two rabbits,1.71E+12,3,01HMFE3YFEQEKS73RSWEAQBEHN,01HMFE0QNE43NWNTDR7B4T9HTF,player 2
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,n,"Again, four rabbits and two squirrels",1.71E+12,4,01HMFE0QNE43NWNTDR7B4T9HTF,01HMFEDCK7X31FSN4D482T6562,player 4
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,n,"2 squirrels, 1 rabbit",1.71E+12,4,01HMFE0HR298612EFVNB330C6G,01HMFE3YFEQEKS73RSWEAQBEHN,player 3
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,n,I can see two rabbits and three squirrels,1.71E+12,4,01HMFEDCK7X31FSN4D482T6562,01HMFE0QNE43NWNTDR7B4T9HTF,player 2
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,nc,I see zero wildlife here there's no rabbits and no squirrels i'm so sad I really want to see a rabbit or a squirrel,1.71E+12,4,01HMFE3YFEQEKS73RSWEAQBEHN,01HMFE0HR298612EFVNB330C6G,player 1
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,nmc,Morning neighbor how you doing I see zero rabbits and zero squirrels that's so sad I really wanna see some wildlife,1.71E+12,5,01HMFEDCK7X31FSN4D482T6562,01HMFE0HR298612EFVNB330C6G,player 1
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,n,"2 squirrels, 1 rabbit",1.71E+12,5,01HMFE0QNE43NWNTDR7B4T9HTF,01HMFE3YFEQEKS73RSWEAQBEHN,player 3
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,n,again i can see two rabbits and three squirrels,1.71E+12,5,01HMFE0HR298612EFVNB330C6G,01HMFE0QNE43NWNTDR7B4T9HTF,player 2
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,nt,"I consistently see, four rabbits and two squirrels in all five rounds",1.71E+12,5,01HMFE3YFEQEKS73RSWEAQBEHN,01HMFEDCK7X31FSN4D482T6562,player 4
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,n,two rabbits and three squirrels,1.71E+12,6,01HMFE3YFEQEKS73RSWEAQBEHN,01HMFE0QNE43NWNTDR7B4T9HTF,player 2
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,n,"2 squirrels, 1 rabbit",1.71E+12,6,01HMFEDCK7X31FSN4D482T6562,01HMFE3YFEQEKS73RSWEAQBEHN,player 3
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,nc,Howdy Doody neighbor I see zero squirrels in zero rabbits today so sad I really love wildlife and I really wanna see some,1.71E+12,6,01HMFE0QNE43NWNTDR7B4T9HTF,01HMFE0HR298612EFVNB330C6G,player 1
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,npct,"Neighbour, lets take an average of what we both see. I still see Again, four rabbits and two squirrels",1.71E+12,6,01HMFE0HR298612EFVNB330C6G,01HMFEDCK7X31FSN4D482T6562,player 4
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,n,"2 squirrels, 1 rabbit",1.71E+12,7,01HMFE0HR298612EFVNB330C6G,01HMFE3YFEQEKS73RSWEAQBEHN,player 3
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,nc,hello! currently I can see two rabbits and three squirrels in my garden,1.71E+12,7,01HMFEDCK7X31FSN4D482T6562,01HMFE0QNE43NWNTDR7B4T9HTF,player 2
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,nc,good morning neighborino 0 rabbits and 0 squireels again :(,1.71E+12,7,01HMFE3YFEQEKS73RSWEAQBEHN,01HMFE0HR298612EFVNB330C6G,player 1
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,ncp?t,"Again, four rabbits and two squirrels. So, can we assume you see an average of 2 squirrels to one rabbit?",1.71E+12,7,01HMFE0QNE43NWNTDR7B4T9HTF,01HMFEDCK7X31FSN4D482T6562,player 4
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,n,"2 squirrels, 1 rabbit",1.71E+12,8,01HMFE0QNE43NWNTDR7B4T9HTF,01HMFE3YFEQEKS73RSWEAQBEHN,player 3
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,cn,Morning neighbor i'm not seeing any squirrels or any rabbits.,1.71E+12,8,01HMFEDCK7X31FSN4D482T6562,01HMFE0HR298612EFVNB330C6G,player 1
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,pd,"So, I always see ratio 2 rabbits to 1 squirrel.",1.71E+12,8,01HMFE3YFEQEKS73RSWEAQBEHN,01HMFEDCK7X31FSN4D482T6562,player 4
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,ncpt,"I can see two rabbits and three squirrels, i say we can assume its more equal on what we are seeing overall",1.71E+12,8,01HMFE0HR298612EFVNB330C6G,01HMFE0QNE43NWNTDR7B4T9HTF,player 2
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,n,"2 squirrels, 1 rabbit",1.71E+12,9,01HMFEDCK7X31FSN4D482T6562,01HMFE3YFEQEKS73RSWEAQBEHN,player 3
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,n,I can see two rabbit and three squirrels,1.71E+12,9,01HMFE3YFEQEKS73RSWEAQBEHN,01HMFE0QNE43NWNTDR7B4T9HTF,player 2
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,?tp,we can agree the overall is 50:50 since you see 2:1 rabbits and I see 1:2 rabbits?,1.71E+12,9,01HMFE0HR298612EFVNB330C6G,01HMFEDCK7X31FSN4D482T6562,player 4
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,tcn,Morning neighbor i'm not seeing any rabbits or any squirrels today that's zero of both so sad  QQ,1.71E+12,9,01HMFE0QNE43NWNTDR7B4T9HTF,01HMFE0HR298612EFVNB330C6G,player 1
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,3 rabbits,1.71E+12,1,01HMFDV044BC6W68ZNRF410YDE,01HMFDW77GTW1HQQM6TYVWPTCQ,player 4
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,two rabbits,1.71E+12,1,01HMFDTTMDYZ7X546SSSQT74KF,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,player 3
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,I see 2 rabbits and 3 squirrels,1.71E+12,1,01HMFDW77GTW1HQQM6TYVWPTCQ,01HMFDV044BC6W68ZNRF410YDE,player 2
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,"I see rabbits, and 1 squirrel.",1.71E+12,1,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,01HMFDTTMDYZ7X546SSSQT74KF,player 1
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,4 rabbits,1.71E+12,1,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,01HMFDTTMDYZ7X546SSSQT74KF,player 1
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,I see 3 rabbits,1.71E+12,2,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,01HMFDW77GTW1HQQM6TYVWPTCQ,player 4
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,There are 4 rabbits and 1 squirrel,1.71E+12,2,01HMFDW77GTW1HQQM6TYVWPTCQ,01HMFDTTMDYZ7X546SSSQT74KF,player 1
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,2 rabbits 3 squirrels,1.71E+12,2,01HMFDTTMDYZ7X546SSSQT74KF,01HMFDV044BC6W68ZNRF410YDE,player 2
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,nc,two rabbits :),1.71E+12,2,01HMFDV044BC6W68ZNRF410YDE,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,player 3
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,"4 rabbits, 1 squirrel",1.71E+12,2,01HMFDW77GTW1HQQM6TYVWPTCQ,01HMFDTTMDYZ7X546SSSQT74KF,player 1
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,I see 3 rabbits,1.71E+12,3,01HMFDTTMDYZ7X546SSSQT74KF,01HMFDW77GTW1HQQM6TYVWPTCQ,player 4
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,nc,two rabbits!,1.71E+12,3,01HMFDW77GTW1HQQM6TYVWPTCQ,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,player 3
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,"There are 4 rabbits, and 1 squirrel",1.71E+12,3,01HMFDV044BC6W68ZNRF410YDE,01HMFDTTMDYZ7X546SSSQT74KF,player 1
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,"2 rabbits, 3 squirrels",1.71E+12,3,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,01HMFDV044BC6W68ZNRF410YDE,player 2
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,squirrels:1 rabbits:4,1.71E+12,3,01HMFDV044BC6W68ZNRF410YDE,01HMFDTTMDYZ7X546SSSQT74KF,player 1
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,m,not sure if they are new though,1.71E+12,3,01HMFDW77GTW1HQQM6TYVWPTCQ,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,player 3
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,"2 rabbits, 3 squirrels",1.71E+12,4,01HMFDW77GTW1HQQM6TYVWPTCQ,01HMFDV044BC6W68ZNRF410YDE,player 2
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,"there is 1 squirrel, and 4 rabbitws",1.71E+12,4,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,01HMFDTTMDYZ7X546SSSQT74KF,player 1
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,3 rabbits,1.71E+12,4,01HMFDV044BC6W68ZNRF410YDE,01HMFDW77GTW1HQQM6TYVWPTCQ,player 4
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,2 rabbits,1.71E+12,4,01HMFDTTMDYZ7X546SSSQT74KF,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,player 3
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,Rabbits:4 Squirrels:1,1.71E+12,4,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,01HMFDTTMDYZ7X546SSSQT74KF,player 1
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,"2 rabbits, 3 squirrels",1.71E+12,5,01HMFDTTMDYZ7X546SSSQT74KF,01HMFDV044BC6W68ZNRF410YDE,player 2
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,3 rabbits,1.71E+12,5,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,01HMFDW77GTW1HQQM6TYVWPTCQ,player 4
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,nc,2 rabbits!,1.71E+12,5,01HMFDV044BC6W68ZNRF410YDE,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,player 3
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,nt,"I see 1 squirrel, and 4 rabbits in total",1.71E+12,5,01HMFDW77GTW1HQQM6TYVWPTCQ,01HMFDTTMDYZ7X546SSSQT74KF,player 1
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,"2 rabbits, 3 squirrels",1.71E+12,6,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,01HMFDV044BC6W68ZNRF410YDE,player 2
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,2 rabs,1.71E+12,6,01HMFDW77GTW1HQQM6TYVWPTCQ,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,player 3
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,nt,"I see exactly 4 rabbits, and 1 squirrel.",1.71E+12,6,01HMFDV044BC6W68ZNRF410YDE,01HMFDTTMDYZ7X546SSSQT74KF,player 1
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,There are 3 rabbits,1.71E+12,6,01HMFDTTMDYZ7X546SSSQT74KF,01HMFDW77GTW1HQQM6TYVWPTCQ,player 4
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,"2 rabbits, 3 squirrels",1.71E+12,7,01HMFDW77GTW1HQQM6TYVWPTCQ,01HMFDV044BC6W68ZNRF410YDE,player 2
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,3 rabbits,1.71E+12,7,01HMFDV044BC6W68ZNRF410YDE,01HMFDW77GTW1HQQM6TYVWPTCQ,player 4
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,2 rabs,1.71E+12,7,01HMFDTTMDYZ7X546SSSQT74KF,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,player 3
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,nd,There seems to be a lot more rabbits than squirrels. I see 1 squirrel and 4 rabbits,1.71E+12,7,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,01HMFDTTMDYZ7X546SSSQT74KF,player 1
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,"2 rabbits, 3 squirrels",1.71E+12,8,01HMFDTTMDYZ7X546SSSQT74KF,01HMFDV044BC6W68ZNRF410YDE,player 2
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,3 rabbits,1.71E+12,8,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,01HMFDW77GTW1HQQM6TYVWPTCQ,player 4
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,no s. 2 r,1.71E+12,8,01HMFDV044BC6W68ZNRF410YDE,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,player 3
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,nd,"4 rabbits, 1 squirrel. Rabbit population seems much higher",1.71E+12,8,01HMFDW77GTW1HQQM6TYVWPTCQ,01HMFDTTMDYZ7X546SSSQT74KF,player 1
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,"2 rabbits, 3 squirrels",1.71E+12,9,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,01HMFDV044BC6W68ZNRF410YDE,player 2
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,I see 3 rabbits and 0 squirrels,1.71E+12,9,01HMFDTTMDYZ7X546SSSQT74KF,01HMFDW77GTW1HQQM6TYVWPTCQ,player 4
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,n,"4 rabbits, 1 squirrel",1.71E+12,9,01HMFDV044BC6W68ZNRF410YDE,01HMFDTTMDYZ7X546SSSQT74KF,player 1
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,nt,2 rabbits. have only heard about 1 or 2 squirrels,1.71E+12,9,01HMFDW77GTW1HQQM6TYVWPTCQ,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,player 3
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,n,One rabbit one squirrel,1.71E+12,1,01HMFEE8KEX5A79WN59YX71QCK,01HMFEDG8DJHPDDYK6D1RH3HRJ,player 2
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,n,I see 2 squirrels and no rabbits,1.71E+12,1,01HMFE5J62245HR9TE6YM8RW93,01HMFEE3VEDWE4FS5J47TQR8GB,player 3
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,n,1 rabbit and 2 squirrels,1.71E+12,1,01HMFEDG8DJHPDDYK6D1RH3HRJ,01HMFEE8KEX5A79WN59YX71QCK,player 4
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,n,8 squirlls,1.71E+12,1,01HMFEE3VEDWE4FS5J47TQR8GB,01HMFE5J62245HR9TE6YM8RW93,player 1
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,n,One rabbit one squirrel,1.71E+12,2,01HMFE5J62245HR9TE6YM8RW93,01HMFEDG8DJHPDDYK6D1RH3HRJ,player 2
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,n,1 rabbit and 2 squirrels,1.71E+12,2,01HMFEE3VEDWE4FS5J47TQR8GB,01HMFEE8KEX5A79WN59YX71QCK,player 4
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,nt,I see 2 squirrels and no rabbits. My friend saw 8 squirrels,1.71E+12,2,01HMFEDG8DJHPDDYK6D1RH3HRJ,01HMFEE3VEDWE4FS5J47TQR8GB,player 3
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,n,8 squirrels,1.71E+12,2,01HMFEE8KEX5A79WN59YX71QCK,01HMFE5J62245HR9TE6YM8RW93,player 1
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,n,1 rabbit and 2 squirrels,1.71E+12,3,01HMFE5J62245HR9TE6YM8RW93,01HMFEE8KEX5A79WN59YX71QCK,player 4
