"","gameID","roundID","playerID","guess","confidence","idx","treatmentName","nSquirrels","nRabbits","nRabbitsGame","nSquirrelsGame","mleEstimateIndiv","mleEstimateGame"
"35","01HVSD1J1Q1BKW919ST5G6J03S","01HVSE0Q2XGX9NP639P8BJSHAY","01HVSDTMWPD4B7N09MHV61AKF0",88,89,1,"rerun-interactive- 0.7",2,7,10,4,77,71
"36","01HVSD1J1Q1BKW919ST5G6J03S","01HVSE0Q2XGX9NP639P8BJSHAY","01HVSDVA5N1HZ8RVFYEJ5QXFAZ",50,100,1,"rerun-interactive- 0.7",2,1,10,4,33,71
"37","01HVSCMV2H420GY45RAV9YF2YE","01HVSDK3D6P98HYWHAFDYY0AAC","01HVSD7680PC7Q6NKVJ6MGHZQ3",69,32,12,"rerun-interactive- 0.7",1,3,5,1,75,83
"38","01HVSCMV2H420GY45RAV9YF2YE","01HVSDK3D6P98HYWHAFDYY0AAC","01HVSDCK79AC5R26CR9ZT9WRC0",86,23,12,"rerun-interactive- 0.7",0,2,5,1,100,83
"39","01HVSD1HA81VSVEDXZXR1M6Z4F","01HVSDZMHC2RQ16HZ933T3T4TB","01HVSDMV8ZN0NAMRWHYAFEM60X",85,74,2,"rerun-interactive- 0.7",1,3,14,6,75,70
"40","01HVSD1HA81VSVEDXZXR1M6Z4F","01HVSDZMHC2RQ16HZ933T3T4TB","01HVSDRA230VQJ24G20E6HMZ73",54,83,2,"rerun-interactive- 0.7",1,7,14,6,87,70
"41","01HVSD1HA81VSVEDXZXR1M6Z4F","01HVSDZMHC2RQ16HZ933T3T4TB","01HVSDSX7G9BEGN7CT2DKFMYSK",81,69,2,"rerun-interactive- 0.7",2,4,14,6,66,70
"42","01HVSD1HA81VSVEDXZXR1M6Z4F","01HVSDZMHC2RQ16HZ933T3T4TB","01HVSDVK361E2YH7FTXDKHC2W7",50,38,2,"rerun-interactive- 0.7",2,0,14,6,0,70
"43","01HVSD1G7FR47EZYB36FVXPS0J","01HVSDW3EKF4Q7C4GKBXJDQ5NW","01HVSDKEHMX241F6H4A3Z8ZNP0",60,52,4,"rerun-interactive- 0.7",1,2,10,4,66,71
"44","01HVSD1G7FR47EZYB36FVXPS0J","01HVSDW3EKF4Q7C4GKBXJDQ5NW","01HVSDM8QJWTK1B65EJ65RC5DQ",66,35,4,"rerun-interactive- 0.7",3,4,10,4,57,71
"45","01HVSD1G7FR47EZYB36FVXPS0J","01HVSDW3EKF4Q7C4GKBXJDQ5NW","01HVSDQ0E9XG5MH8GFPCDDR9X3",62,67,4,"rerun-interactive- 0.7",0,4,10,4,100,71
"46","01HVSD1J1Q1BKW919ST5G6J03S","01HVSE0Q33GFGSCWDRDM00P5BZ","01HVSDTMWPD4B7N09MHV61AKF0",71,70,2,"rerun-interactive- 0.7",2,7,12,6,77,66
"47","01HVSD1J1Q1BKW919ST5G6J03S","01HVSE0Q33GFGSCWDRDM00P5BZ","01HVSDVA5N1HZ8RVFYEJ5QXFAZ",21,100,2,"rerun-interactive- 0.7",2,1,12,6,33,66
"48","01HVSD1J1Q1BKW919ST5G6J03S","01HVSE0Q33GFGSCWDRDM00P5BZ","01HVSDW8BGGQFZ84C2VHEQFZ4F",71,21,2,"rerun-interactive- 0.7",2,4,12,6,66,66
"49","01HVSD1HA81VSVEDXZXR1M6Z4F","01HVSDZMHEK845Y027N4PY3NDB","01HVSDMV8ZN0NAMRWHYAFEM60X",50,32,3,"rerun-interactive- 0.7",1,3,14,6,75,70
"50","01HVSD1HA81VSVEDXZXR1M6Z4F","01HVSDZMHEK845Y027N4PY3NDB","01HVSDRA230VQJ24G20E6HMZ73",78,61,3,"rerun-interactive- 0.7",1,7,14,6,87,70
"51","01HVSD1HA81VSVEDXZXR1M6Z4F","01HVSDZMHEK845Y027N4PY3NDB","01HVSDSX7G9BEGN7CT2DKFMYSK",76,76,3,"rerun-interactive- 0.7",2,4,14,6,66,70
"52","01HVSD1HA81VSVEDXZXR1M6Z4F","01HVSDZMHEK845Y027N4PY3NDB","01HVSDVK361E2YH7FTXDKHC2W7",52,30,3,"rerun-interactive- 0.7",2,0,14,6,0,70
"53","01HVSD1JRWAKY4XSGA3AHVBSWD","01HVSE3BYQXK8CHPA5K8AB5SZV","01HVSDQVAVRV8CH98SKHH9X889",81,77,1,"rerun-interactive- 0.7",0,2,6,2,100,75
"54","01HVSD1JRWAKY4XSGA3AHVBSWD","01HVSE3BYQXK8CHPA5K8AB5SZV","01HVSDZMYEA93ZPCRMM98S58MN",69,71,1,"rerun-interactive- 0.7",2,4,6,2,66,75
"55","01HVSD1G7FR47EZYB36FVXPS0J","01HVSDW3EDB1DDMH980EGCVEM9","01HVSDKEHMX241F6H4A3Z8ZNP0",71,56,5,"rerun-interactive- 0.7",1,2,14,6,66,70
"56","01HVSD1G7FR47EZYB36FVXPS0J","01HVSDW3EDB1DDMH980EGCVEM9","01HVSDM8QJWTK1B65EJ65RC5DQ",68,66,5,"rerun-interactive- 0.7",3,4,14,6,57,70
"57","01HVSD1G7FR47EZYB36FVXPS0J","01HVSDW3EDB1DDMH980EGCVEM9","01HVSDPQT926CK0A27CZV7MJ4F",70,84,5,"rerun-interactive- 0.7",2,4,14,6,66,70
"58","01HVSD1G7FR47EZYB36FVXPS0J","01HVSDW3EDB1DDMH980EGCVEM9","01HVSDQ0E9XG5MH8GFPCDDR9X3",88,66,5,"rerun-interactive- 0.7",0,4,14,6,100,70
"59","01HVSD1J1Q1BKW919ST5G6J03S","01HVSE0Q3BJHV2NBS1BAX6EHJS","01HVSDTMWPD4B7N09MHV61AKF0",84,88,3,"rerun-interactive- 0.7",2,7,12,6,77,66
"60","01HVSD1J1Q1BKW919ST5G6J03S","01HVSE0Q3BJHV2NBS1BAX6EHJS","01HVSDVA5N1HZ8RVFYEJ5QXFAZ",34,100,3,"rerun-interactive- 0.7",2,1,12,6,33,66
"61","01HVSD1J1Q1BKW919ST5G6J03S","01HVSE0Q3BJHV2NBS1BAX6EHJS","01HVSDW8BGGQFZ84C2VHEQFZ4F",76,19,3,"rerun-interactive- 0.7",2,4,12,6,66,66
"62","01HVSD1HA81VSVEDXZXR1M6Z4F","01HVSDZMHGCV2XZ0K8CZVSH517","01HVSDMV8ZN0NAMRWHYAFEM60X",63,38,4,"rerun-interactive- 0.7",1,3,14,6,75,70
"63","01HVSD1HA81VSVEDXZXR1M6Z4F","01HVSDZMHGCV2XZ0K8CZVSH517","01HVSDRA230VQJ24G20E6HMZ73",79,72,4,"rerun-interactive- 0.7",1,7,14,6,87,70
"64","01HVSD1HA81VSVEDXZXR1M6Z4F","01HVSDZMHGCV2XZ0K8CZVSH517","01HVSDSX7G9BEGN7CT2DKFMYSK",74,68,4,"rerun-interactive- 0.7",2,4,14,6,66,70
"65","01HVSD1HA81VSVEDXZXR1M6Z4F","01HVSDZMHGCV2XZ0K8CZVSH517","01HVSDVK361E2YH7FTXDKHC2W7",68,33,4,"rerun-interactive- 0.7",2,0,14,6,0,70
"66","01HVSD1G7FR47EZYB36FVXPS0J","01HVSDW3EMZ1W4C7MRQ2J98B9R","01HVSDKEHMX241F6H4A3Z8ZNP0",81,60,6,"rerun-interactive- 0.7",1,2,14,6,66,70
"67","01HVSD1G7FR47EZYB36FVXPS0J","01HVSDW3EMZ1W4C7MRQ2J98B9R","01HVSDM8QJWTK1B65EJ65RC5DQ",39,38,6,"rerun-interactive- 0.7",3,4,14,6,57,70
"68","01HVSD1G7FR47EZYB36FVXPS0J","01HVSDW3EMZ1W4C7MRQ2J98B9R","01HVSDPQT926CK0A27CZV7MJ4F",68,92,6,"rerun-interactive- 0.7",2,4,14,6,66,70
"69","01HVSD1G7FR47EZYB36FVXPS0J","01HVSDW3EMZ1W4C7MRQ2J98B9R","01HVSDQ0E9XG5MH8GFPCDDR9X3",72,68,6,"rerun-interactive- 0.7",0,4,14,6,100,70
"70","01HVSD1JRWAKY4XSGA3AHVBSWD","01HVSE3BZA3Y26Y6NQT86BHHGY","01HVSDQVAVRV8CH98SKHH9X889",83,11,2,"rerun-interactive- 0.7",0,2,9,3,100,75
"71","01HVSD1JRWAKY4XSGA3AHVBSWD","01HVSE3BZA3Y26Y6NQT86BHHGY","01HVSDWS7EF15SKFB4H2ESESX4",72,75,2,"rerun-interactive- 0.7",1,3,9,3,75,75
"72","01HVSD1JRWAKY4XSGA3AHVBSWD","01HVSE3BZA3Y26Y6NQT86BHHGY","01HVSDZMYEA93ZPCRMM98S58MN",61,29,2,"rerun-interactive- 0.7",2,4,9,3,66,75
"73","01HVSD1J1Q1BKW919ST5G6J03S","01HVSE0Q2YRB4XQ3WNT8E8M399","01HVSDTMWPD4B7N09MHV61AKF0",80,100,4,"rerun-interactive- 0.7",2,7,12,6,77,66
"74","01HVSD1J1Q1BKW919ST5G6J03S","01HVSE0Q2YRB4XQ3WNT8E8M399","01HVSDVA5N1HZ8RVFYEJ5QXFAZ",33,100,4,"rerun-interactive- 0.7",2,1,12,6,33,66
"75","01HVSD1J1Q1BKW919ST5G6J03S","01HVSE0Q2YRB4XQ3WNT8E8M399","01HVSDW8BGGQFZ84C2VHEQFZ4F",77,19,4,"rerun-interactive- 0.7",2,4,12,6,66,66
"76","01HVSD1HA81VSVEDXZXR1M6Z4F","01HVSDZMHFG8SS0J4NPFXWXECN","01HVSDMV8ZN0NAMRWHYAFEM60X",81,69,5,"rerun-interactive- 0.7",1,3,14,6,75,70
"77","01HVSD1HA81VSVEDXZXR1M6Z4F","01HVSDZMHFG8SS0J4NPFXWXECN","01HVSDRA230VQJ24G20E6HMZ73",78,88,5,"rerun-interactive- 0.7",1,7,14,6,87,70
"78","01HVSD1HA81VSVEDXZXR1M6Z4F","01HVSDZMHFG8SS0J4NPFXWXECN","01HVSDSX7G9BEGN7CT2DKFMYSK",70,18,5,"rerun-interactive- 0.7",2,4,14,6,66,70
"79","01HVSD1HA81VSVEDXZXR1M6Z4F","01HVSDZMHFG8SS0J4NPFXWXECN","01HVSDVK361E2YH7FTXDKHC2W7",50,60,5,"rerun-interactive- 0.7",2,0,14,6,0,70
"80","01HVSD1KEVSF2BT4ASWZ9RPHYP","01HVSE67XXZ1DZXSK11A752XDR","01HVSDXBHKHAM0MHMFVD29M54T",50,97,1,"rerun-interactive- 0.7",1,1,2,2,50,50
"81","01HVSD1KEVSF2BT4ASWZ9RPHYP","01HVSE67XXZ1DZXSK11A752XDR","01HVSE2C2W47K9NP0VSWYJSB90",50,98,1,"rerun-interactive- 0.7",1,1,2,2,50,50
"82","01HVSD1JRWAKY4XSGA3AHVBSWD","01HVSE3BYYKJX9QX4MDJ47Q4NJ","01HVSDQVAVRV8CH98SKHH9X889",81,73,3,"rerun-interactive- 0.7",0,2,14,6,100,70
"83","01HVSD1JRWAKY4XSGA3AHVBSWD","01HVSE3BYYKJX9QX4MDJ47Q4NJ","01HVSDSZWERW6NPSPFXH91PSYJ",24,68,3,"rerun-interactive- 0.7",3,5,14,6,62,70
"84","01HVSD1JRWAKY4XSGA3AHVBSWD","01HVSE3BYYKJX9QX4MDJ47Q4NJ","01HVSDWS7EF15SKFB4H2ESESX4",72,92,3,"rerun-interactive- 0.7",1,3,14,6,75,70
"85","01HVSD1JRWAKY4XSGA3AHVBSWD","01HVSE3BYYKJX9QX4MDJ47Q4NJ","01HVSDZMYEA93ZPCRMM98S58MN",58,75,3,"rerun-interactive- 0.7",2,4,14,6,66,70
"86","01HVSD1J1Q1BKW919ST5G6J03S","01HVSE0Q34A8RKFRP37TP976VJ","01HVSDSAQ4RCYAPKHE0NZZW4BB",100,100,5,"rerun-interactive- 0.7",0,2,14,6,100,70
"87","01HVSD1J1Q1BKW919ST5G6J03S","01HVSE0Q34A8RKFRP37TP976VJ","01HVSDTMWPD4B7N09MHV61AKF0",77,97,5,"rerun-interactive- 0.7",2,7,14,6,77,70
"88","01HVSD1J1Q1BKW919ST5G6J03S","01HVSE0Q34A8RKFRP37TP976VJ","01HVSDVA5N1HZ8RVFYEJ5QXFAZ",23,100,5,"rerun-interactive- 0.7",2,1,14,6,33,70
"89","01HVSD1J1Q1BKW919ST5G6J03S","01HVSE0Q34A8RKFRP37TP976VJ","01HVSDW8BGGQFZ84C2VHEQFZ4F",75,22,5,"rerun-interactive- 0.7",2,4,14,6,66,70
"90","01HVSD1G7FR47EZYB36FVXPS0J","01HVSDW3EH607P4P9N2XD3Q96Y","01HVSDKEHMX241F6H4A3Z8ZNP0",83,66,7,"rerun-interactive- 0.7",1,2,14,6,66,70
"91","01HVSD1G7FR47EZYB36FVXPS0J","01HVSDW3EH607P4P9N2XD3Q96Y","01HVSDM8QJWTK1B65EJ65RC5DQ",74,70,7,"rerun-interactive- 0.7",3,4,14,6,57,70
"92","01HVSD1G7FR47EZYB36FVXPS0J","01HVSDW3EH607P4P9N2XD3Q96Y","01HVSDPQT926CK0A27CZV7MJ4F",68,88,7,"rerun-interactive- 0.7",2,4,14,6,66,70
"93","01HVSD1G7FR47EZYB36FVXPS0J","01HVSDW3EH607P4P9N2XD3Q96Y","01HVSDQ0E9XG5MH8GFPCDDR9X3",100,91,7,"rerun-interactive- 0.7",0,4,14,6,100,70
"94","01HVSD1HA81VSVEDXZXR1M6Z4F","01HVSDZMHHK262Z7JS6418EGFV","01HVSDMV8ZN0NAMRWHYAFEM60X",62,41,6,"rerun-interactive- 0.7",1,3,14,6,75,70
"95","01HVSD1HA81VSVEDXZXR1M6Z4F","01HVSDZMHHK262Z7JS6418EGFV","01HVSDRA230VQJ24G20E6HMZ73",78,88,6,"rerun-interactive- 0.7",1,7,14,6,87,70
"96","01HVSD1HA81VSVEDXZXR1M6Z4F","01HVSDZMHHK262Z7JS6418EGFV","01HVSDSX7G9BEGN7CT2DKFMYSK",80,64,6,"rerun-interactive- 0.7",2,4,14,6,66,70
"97","01HVSD1HA81VSVEDXZXR1M6Z4F","01HVSDZMHHK262Z7JS6418EGFV","01HVSDVK361E2YH7FTXDKHC2W7",51,65,6,"rerun-interactive- 0.7",2,0,14,6,0,70
"98","01HVSD1KEVSF2BT4ASWZ9RPHYP","01HVSE67XTTJDQ8Y73GDEQGTVD","01HVSDXBHKHAM0MHMFVD29M54T",75,79,2,"rerun-interactive- 0.7",1,1,14,6,50,70
"99","01HVSD1KEVSF2BT4ASWZ9RPHYP","01HVSE67XTTJDQ8Y73GDEQGTVD","01HVSDY4YYNM3GE11CSHHMWMZW",96,100,2,"rerun-interactive- 0.7",3,11,14,6,78,70
"100","01HVSD1KEVSF2BT4ASWZ9RPHYP","01HVSE67XTTJDQ8Y73GDEQGTVD","01HVSDY55GV9CMA3TEFTNHRTC4",49,99,2,"rerun-interactive- 0.7",1,1,14,6,50,70
"101","01HVSD1KEVSF2BT4ASWZ9RPHYP","01HVSE67XTTJDQ8Y73GDEQGTVD","01HVSE2C2W47K9NP0VSWYJSB90",50,100,2,"rerun-interactive- 0.7",1,1,14,6,50,70
"102","01HVSD1J1Q1BKW919ST5G6J03S","01HVSE0Q3AQ11Y2F0ADGV6Z52Y","01HVSDSAQ4RCYAPKHE0NZZW4BB",72,82,6,"rerun-interactive- 0.7",0,2,14,6,100,70
"103","01HVSD1J1Q1BKW919ST5G6J03S","01HVSE0Q3AQ11Y2F0ADGV6Z52Y","01HVSDTMWPD4B7N09MHV61AKF0",73,95,6,"rerun-interactive- 0.7",2,7,14,6,77,70
"104","01HVSD1J1Q1BKW919ST5G6J03S","01HVSE0Q3AQ11Y2F0ADGV6Z52Y","01HVSDVA5N1HZ8RVFYEJ5QXFAZ",30,100,6,"rerun-interactive- 0.7",2,1,14,6,33,70
"105","01HVSD1J1Q1BKW919ST5G6J03S","01HVSE0Q3AQ11Y2F0ADGV6Z52Y","01HVSDW8BGGQFZ84C2VHEQFZ4F",72,26,6,"rerun-interactive- 0.7",2,4,14,6,66,70
"106","01HVSD1M8ZPXT5EBSCNHSS5Y7E","01HVSE8CWDJ0YW2D58A251JMY1","01HVSE2MQAMK9Z5YTQACPXWCFT",76,86,1,"rerun-interactive- 0.7",0,3,13,5,100,72
"107","01HVSD1M8ZPXT5EBSCNHSS5Y7E","01HVSE8CWDJ0YW2D58A251JMY1","01HVSE341FFM18JR7CQ8DA2Q15",75,70,1,"rerun-interactive- 0.7",3,4,13,5,57,72
"108","01HVSD1M8ZPXT5EBSCNHSS5Y7E","01HVSE8CWDJ0YW2D58A251JMY1","01HVSE35VYND9JPS1AXQ1HSXYQ",92,100,1,"rerun-interactive- 0.7",2,6,13,5,75,72
"109","01HVSD1JRWAKY4XSGA3AHVBSWD","01HVSE3BZ0V5708QRYZWSRVZEB","01HVSDQVAVRV8CH98SKHH9X889",85,82,4,"rerun-interactive- 0.7",0,2,9,3,100,75
"110","01HVSD1JRWAKY4XSGA3AHVBSWD","01HVSE3BZ0V5708QRYZWSRVZEB","01HVSDWS7EF15SKFB4H2ESESX4",82,92,4,"rerun-interactive- 0.7",1,3,9,3,75,75
"111","01HVSD1JRWAKY4XSGA3AHVBSWD","01HVSE3BZ0V5708QRYZWSRVZEB","01HVSDZMYEA93ZPCRMM98S58MN",72,27,4,"rerun-interactive- 0.7",2,4,9,3,66,75
"112","01HVSD1HA81VSVEDXZXR1M6Z4F","01HVSDZMHND2WHP36R6W2RNDVK","01HVSDMV8ZN0NAMRWHYAFEM60X",65,62,7,"rerun-interactive- 0.7",1,3,14,6,75,70
"113","01HVSD1HA81VSVEDXZXR1M6Z4F","01HVSDZMHND2WHP36R6W2RNDVK","01HVSDRA230VQJ24G20E6HMZ73",74,55,7,"rerun-interactive- 0.7",1,7,14,6,87,70
"114","01HVSD1HA81VSVEDXZXR1M6Z4F","01HVSDZMHND2WHP36R6W2RNDVK","01HVSDSX7G9BEGN7CT2DKFMYSK",68,65,7,"rerun-interactive- 0.7",2,4,14,6,66,70
"115","01HVSD1HA81VSVEDXZXR1M6Z4F","01HVSDZMHND2WHP36R6W2RNDVK","01HVSDVK361E2YH7FTXDKHC2W7",50,40,7,"rerun-interactive- 0.7",2,0,14,6,0,70
"116","01HVSD1G7FR47EZYB36FVXPS0J","01HVSDW3EFB0CQAPR5RF9H1EKB","01HVSDKEHMX241F6H4A3Z8ZNP0",82,59,8,"rerun-interactive- 0.7",1,2,10,4,66,71
"117","01HVSD1G7FR47EZYB36FVXPS0J","01HVSDW3EFB0CQAPR5RF9H1EKB","01HVSDM8QJWTK1B65EJ65RC5DQ",73,60,8,"rerun-interactive- 0.7",3,4,10,4,57,71
"118","01HVSD1G7FR47EZYB36FVXPS0J","01HVSDW3EFB0CQAPR5RF9H1EKB","01HVSDQ0E9XG5MH8GFPCDDR9X3",92,90,8,"rerun-interactive- 0.7",0,4,10,4,100,71
"119","01HVSD1HA81VSVEDXZXR1M6Z4F","01HVSDZMHJPS4PWG4ZSTSQZDC1","01HVSDMV8ZN0NAMRWHYAFEM60X",77,70,8,"rerun-interactive- 0.7",1,3,14,6,75,70
"120","01HVSD1HA81VSVEDXZXR1M6Z4F","01HVSDZMHJPS4PWG4ZSTSQZDC1","01HVSDRA230VQJ24G20E6HMZ73",79,82,8,"rerun-interactive- 0.7",1,7,14,6,87,70
"121","01HVSD1HA81VSVEDXZXR1M6Z4F","01HVSDZMHJPS4PWG4ZSTSQZDC1","01HVSDSX7G9BEGN7CT2DKFMYSK",71,64,8,"rerun-interactive- 0.7",2,4,14,6,66,70
"122","01HVSD1HA81VSVEDXZXR1M6Z4F","01HVSDZMHJPS4PWG4ZSTSQZDC1","01HVSDVK361E2YH7FTXDKHC2W7",50,67,8,"rerun-interactive- 0.7",2,0,14,6,0,70
"123","01HVSD1J1Q1BKW919ST5G6J03S","01HVSE0Q37XFZ9CABGSVR9SA94","01HVSDSAQ4RCYAPKHE0NZZW4BB",24,100,7,"rerun-interactive- 0.7",0,2,14,6,100,70
"124","01HVSD1J1Q1BKW919ST5G6J03S","01HVSE0Q37XFZ9CABGSVR9SA94","01HVSDTMWPD4B7N09MHV61AKF0",78,95,7,"rerun-interactive- 0.7",2,7,14,6,77,70
