gameID,players,nRabbits,nSquirrels,mleEstimate,nCritters,nRabbitsGame,nSquirrelsGame,mleGame,totalCritters,prob,entropy,representation,entropy_bin,representation_bin,nCrittersGame_bin
15676,,,,,,22,8,0.7333333333333333,30,0.03333333333333333,0.9819716436616214,0.28088235294117647,"(0.81,1.1]","(0.24,0.36]","(25,30]"
15700,,,,,,23,8,0.7419354838709677,31,0.03225806451612903,0.42425409852044593,0.4464285714285714,"(0.27,0.54]","(0.36,0.48]","(30,35]"
15745,,,,,,30,10,0.75,40,0.25,1.3762266043445461,0.12708333333333335,"(1.4,1.6]","(0.12,0.24]","(35,40]"
16002,,,,,,12,5,0.7058823529411765,17,0.17647058823529413,1.3664254949488692,0.31666666666666665,"(1.4,1.6]","(0.24,0.36]","[15,20]"
16039,,,,,,18,7,0.72,25,0.88,0.49875846591288275,0.21954545454545457,"(0.27,0.54]","(0.12,0.24]","(20,25]"
16197,,,,,,12,5,0.7058823529411765,17,0.058823529411764705,0.9554471413937667,0.3920454545454546,"(0.81,1.1]","(0.36,0.48]","[15,20]"
16424,,,,,,11,4,0.7333333333333333,15,0.06666666666666667,1.0775733728921972,0.5,"(0.81,1.1]","(0.48,0.6]","[15,20]"
16614,,,,,,16,6,0.7272727272727273,22,0.09090909090909091,1.0835824564760315,0.17692307692307693,"(1.1,1.4]","(0.12,0.24]","(20,25]"
17051,,,,,,23,8,0.7419354838709677,31,0.25806451612903225,0.9863836624333597,0.4292763157894737,"(0.81,1.1]","(0.36,0.48]","(30,35]"
17066,,,,,,26,9,0.7428571428571429,35,0.6,1.005200351983773,0.08988095238095237,"(0.81,1.1]","[0,0.12]","(30,35]"
17285,,,,,,22,8,0.7333333333333333,30,0.36666666666666664,1.2620741852832678,0.11193181818181816,"(1.1,1.4]","[0,0.12]","(25,30]"
17454,,,,,,19,7,0.7307692307692307,26,0.7307692307692307,0.7968838393163717,0.4342105263157895,"(0.54,0.81]","(0.36,0.48]","(25,30]"
17626,,,,,,14,5,0.7368421052631579,19,0.3684210526315789,1.2968916284109155,0.11011904761904762,"(1.1,1.4]","[0,0.12]","[15,20]"
17648,,,,,,18,7,0.72,25,0.04,1.1184402194735314,0.08585164835164835,"(1.1,1.4]","[0,0.12]","(20,25]"
1769,,,,,,24,9,0.7272727272727273,33,0.7575757575757576,0.805911749696045,0.45,"(0.54,0.81]","(0.36,0.48]","(30,35]"
17829,,,,,,15,6,0.7142857142857143,21,0.23809523809523808,1.3734043121335788,0.275,"(1.4,1.6]","(0.24,0.36]","(20,25]"
18129,,,,,,20,7,0.7407407407407407,27,0.7407407407407407,0.7787318647728357,0.30000000000000004,"(0.54,0.81]","(0.24,0.36]","(25,30]"
18203,,,,,,17,6,0.7391304347826086,23,0.043478260869565216,0.7301668894884847,0.1527777777777778,"(0.54,0.81]","(0.12,0.24]","(20,25]"
18644,,,,,,15,6,0.7142857142857143,21,0.14285714285714285,1.119606167144626,0.36363636363636365,"(1.1,1.4]","(0.36,0.48]","(20,25]"
19067,,,,,,18,6,0.75,24,0.041666666666666664,0.7097131024243333,0.2807017543859649,"(0.54,0.81]","(0.24,0.36]","(20,25]"
19212,,,,,,16,6,0.7272727272727273,22,0.2727272727272727,1.3653926867489712,0.08511904761904762,"(1.4,1.6]","[0,0.12]","(20,25]"
20436,,,,,,23,8,0.7419354838709677,31,0.12903225806451613,1.103862664534194,0.2692307692307693,"(1.1,1.4]","(0.24,0.36]","(30,35]"
20461,,,,,,24,9,0.7272727272727273,33,0.06060606060606061,0.49535988174746093,0.3146551724137931,"(0.27,0.54]","(0.24,0.36]","(30,35]"
20927,,,,,,18,7,0.72,25,0.04,0.9906979855077473,0.11145833333333335,"(0.81,1.1]","[0,0.12]","(20,25]"
21444,,,,,,24,8,0.75,32,0.28125,1.3284969224553262,0.10416666666666669,"(1.1,1.4]","[0,0.12]","(30,35]"
22300,,,,,,12,4,0.75,16,0.125,1.3050963719483404,0.25,"(1.1,1.4]","(0.24,0.36]","[15,20]"
22310,,,,,,30,10,0.75,40,0.075,0.8580520670052182,0.2901785714285714,"(0.81,1.1]","(0.24,0.36]","(35,40]"
2257,,,,,,18,6,0.75,24,0.125,0.7097131024243332,0.37719298245614036,"(0.54,0.81]","(0.36,0.48]","(20,25]"
22836,,,,,,21,8,0.7241379310344828,29,0.13793103448275862,1.2747352823160911,0.12404214559386972,"(1.1,1.4]","(0.12,0.24]","(25,30]"
23058,,,,,,30,10,0.75,40,0.55,0.8797706158709501,0.3963068181818182,"(0.81,1.1]","(0.36,0.48]","(35,40]"
23279,,,,,,22,8,0.7333333333333333,30,0.03333333333333333,0.5313039033395413,0.3173076923076923,"(0.27,0.54]","(0.24,0.36]","(25,30]"
23548,,,,,,18,6,0.75,24,0.5,0.9761900500397598,0.375,"(0.81,1.1]","(0.36,0.48]","(20,25]"
2355,,,,,,29,10,0.7435897435897436,39,0.02564102564102564,0.35569801063169865,0.3157051282051282,"(0.27,0.54]","(0.24,0.36]","(35,40]"
23656,,,,,,22,8,0.7333333333333333,30,0.2,1.0775733728921972,0.19444444444444445,"(0.81,1.1]","(0.12,0.24]","(25,30]"
23689,,,,,,27,10,0.7297297297297297,37,0.02702702702702703,0.5839238374139786,0.3810483870967742,"(0.54,0.81]","(0.36,0.48]","(35,40]"
23761,,,,,,20,7,0.7407407407407407,27,0.037037037037037035,0.8644271369110641,0.4087301587301587,"(0.81,1.1]","(0.36,0.48]","(25,30]"
23923,,,,,,22,8,0.7333333333333333,30,0.3333333333333333,1.3672257205927163,0.042857142857142844,"(1.4,1.6]","[0,0.12]","(25,30]"
24003,,,,,,23,8,0.7419354838709677,31,0.2903225806451613,1.3719881641365181,0.1527777777777778,"(1.4,1.6]","(0.12,0.24]","(30,35]"
24412,,,,,,24,8,0.75,32,0.15625,1.0059736575303937,0.09583333333333335,"(0.81,1.1]","[0,0.12]","(30,35]"
24638,,,,,,11,4,0.7333333333333333,15,0.26666666666666666,1.3792922544726758,0.25,"(1.4,1.6]","(0.24,0.36]","[15,20]"
24817,,,,,,30,10,0.75,40,0.675,0.9266617287925976,0.37037037037037035,"(0.81,1.1]","(0.36,0.48]","(35,40]"
2557,,,,,,22,8,0.7333333333333333,30,0.06666666666666667,0.9797318396496706,0.27083333333333337,"(0.81,1.1]","(0.24,0.36]","(25,30]"
2691,,,,,,16,6,0.7272727272727273,22,0.45454545454545453,1.2561296589347957,0.2,"(1.1,1.4]","(0.12,0.24]","(20,25]"
300,,,,,,17,6,0.7391304347826086,23,0.2608695652173913,1.3833698677432587,0.12210144927536237,"(1.4,1.6]","(0.12,0.24]","(20,25]"
3070,,,,,,25,9,0.7352941176470589,34,0.20588235294117646,1.3508949701385877,0.13632119514472457,"(1.4,1.6]","(0.12,0.24]","(30,35]"
3611,,,,,,15,5,0.75,20,0.2,1.2876716260045196,0.08333333333333334,"(1.1,1.4]","[0,0.12]","[15,20]"
3621,,,,,,29,10,0.7435897435897436,39,0.05128205128205128,0.4373186586104318,0.31785714285714284,"(0.27,0.54]","(0.24,0.36]","(35,40]"
3627,,,,,,18,7,0.72,25,0.88,0.49875846591288275,0.32181818181818184,"(0.27,0.54]","(0.24,0.36]","(20,25]"
424,,,,,,29,10,0.7435897435897436,39,0.7435897435897436,0.7331228922053789,0.2920258620689655,"(0.54,0.81]","(0.24,0.36]","(35,40]"
4752,,,,,,13,5,0.7222222222222222,18,0.16666666666666666,1.3548850530060133,0.22500000000000003,"(1.4,1.6]","(0.12,0.24]","[15,20]"
4805,,,,,,27,9,0.75,36,0.3333333333333333,1.3548850530060133,0.13125,"(1.4,1.6]","(0.12,0.24]","(35,40]"
5022,,,,,,28,10,0.7368421052631579,38,0.21052631578947367,1.1596158825611058,0.11488095238095239,"(1.1,1.4]","[0,0.12]","(35,40]"
594,,,,,,21,7,0.75,28,0.17857142857142858,1.2497495416551325,0.07454212454212455,"(1.1,1.4]","[0,0.12]","(25,30]"
6082,,,,,,13,5,0.7222222222222222,18,0.6666666666666666,0.9736489231972634,0.3263888888888889,"(0.81,1.1]","(0.24,0.36]","[15,20]"
6710,,,,,,12,5,0.7058823529411765,17,0.23529411764705882,1.3664254949488692,0.07083333333333336,"(1.4,1.6]","[0,0.12]","[15,20]"
6771,,,,,,24,9,0.7272727272727273,33,0.030303030303030304,0.7321908209491061,0.15333333333333335,"(0.54,0.81]","(0.12,0.24]","(30,35]"
7396,,,,,,24,9,0.7272727272727273,33,0.8787878787878788,0.49535988174746093,0.3146551724137931,"(0.27,0.54]","(0.24,0.36]","(30,35]"
7438,,,,,,22,8,0.7333333333333333,30,0.03333333333333333,0.5313039033395413,0.3173076923076923,"(0.27,0.54]","(0.24,0.36]","(25,30]"
7680,,,,,,12,4,0.75,16,0.125,1.1034329096381919,0.14583333333333334,"(1.1,1.4]","(0.12,0.24]","[15,20]"
780,,,,,,28,10,0.7368421052631579,38,0.2631578947368421,1.3508553547702082,0.07162618083670716,"(1.4,1.6]","[0,0.12]","(35,40]"
821,,,,,,17,6,0.7391304347826086,23,0.30434782608695654,1.3760895644901703,0.09761904761904763,"(1.4,1.6]","[0,0.12]","(20,25]"
8425,,,,,,26,9,0.7428571428571429,35,0.08571428571428572,0.7012509181490032,0.10416666666666669,"(0.54,0.81]","[0,0.12]","(30,35]"
8531,,,,,,13,5,0.7222222222222222,18,0.5,1.1174899594231538,0.375,"(1.1,1.4]","(0.36,0.48]","[15,20]"
8637,,,,,,23,8,0.7419354838709677,31,0.06451612903225806,1.1620376621443211,0.2540322580645161,"(1.1,1.4]","(0.24,0.36]","(30,35]"
8743,,,,,,12,4,0.75,16,0.125,1.245016889252439,0.35,"(1.1,1.4]","(0.24,0.36]","[15,20]"
8925,,,,,,21,7,0.75,28,0.25,1.3715793005269956,0.17261904761904762,"(1.4,1.6]","(0.12,0.24]","(25,30]"
9156,,,,,,29,10,0.7435897435897436,39,0.2564102564102564,1.0538349353811403,0.10151515151515153,"(0.81,1.1]","[0,0.12]","(35,40]"
9498,,,,,,16,6,0.7272727272727273,22,0.045454545454545456,0.6631794532105497,0.3194444444444444,"(0.54,0.81]","(0.24,0.36]","(20,25]"
9522,,,,,,28,10,0.7368421052631579,38,0.07894736842105263,0.7693070676794758,0.10229885057471266,"(0.54,0.81]","[0,0.12]","(35,40]"
13549,,,,,,21,8,0.7241379310344828,29,0.41379310344827586,1.0756041641085323,0.421474358974359,"(0.81,1.1]","(0.36,0.48]","(25,30]"
15700,,,,,,23,8,0.7419354838709677,31,0.03225806451612903,0.42425409852044593,0.4464285714285714,"(0.27,0.54]","(0.36,0.48]","(30,35]"
8531,,,,,,13,5,0.7222222222222222,18,0.5,1.1174899594231538,0.375,"(1.1,1.4]","(0.36,0.48]","[15,20]"
10023,,,,,,12,5,0.7058823529411765,17,0.058823529411764705,0.6598720137848266,0.5672268907563025,"(0.54,0.81]","(0.48,0.6]","[15,20]"
10120,,,,,,17,6,0.7391304347826086,23,0.6956521739130435,0.9053685045623691,0.484375,"(0.81,1.1]","(0.48,0.6]","(20,25]"
14614,,,,,,12,5,0.7058823529411765,17,0.47058823529411764,1.2530462261125415,0.5,"(1.1,1.4]","(0.48,0.6]","[15,20]"
10023,,,,,,12,5,0.7058823529411765,17,0.058823529411764705,0.6598720137848266,0.5672268907563025,"(0.54,0.81]","(0.48,0.6]","[15,20]"
10120,,,,,,17,6,0.7391304347826086,23,0.6956521739130435,0.9053685045623691,0.484375,"(0.81,1.1]","(0.48,0.6]","(20,25]"
14614,,,,,,12,5,0.7058823529411765,17,0.47058823529411764,1.2530462261125415,0.5,"(1.1,1.4]","(0.48,0.6]","[15,20]"
10023,,,,,,12,5,0.7058823529411765,17,0.058823529411764705,0.6598720137848266,0.5672268907563025,"(0.54,0.81]","(0.48,0.6]","[15,20]"
10120,,,,,,17,6,0.7391304347826086,23,0.6956521739130435,0.9053685045623691,0.484375,"(0.81,1.1]","(0.48,0.6]","(20,25]"
14614,,,,,,12,5,0.7058823529411765,17,0.47058823529411764,1.2530462261125415,0.5,"(1.1,1.4]","(0.48,0.6]","[15,20]"
