gameID,treatmentName,text,time,round,recipient,sender.id,sender.name
01HMFD6Y3K9VY9SR4HBJ8529TQ,experiment1-0.7,5 rabbits 2 squirrels,1705620378903,8,01HMFDVH0RRB2CW5RVSBAJSBAB,01HMFDVR4PHA6TYJQ97D91TS5E,player 4
01HMFD6Y3K9VY9SR4HBJ8529TQ,experiment1-0.7,I see 6 rabbits and 2 squirrels,1705620464363,9,01HMFDV64T6B4RGX4X5N3BJX0B,01HMFDTY0YJJJJJ9EVMWXG1T0C,player 1
01HMFD6Y3K9VY9SR4HBJ8529TQ,experiment1-0.7,3 rabbits,1705620434998,9,01HMFDVR4PHA6TYJQ97D91TS5E,01HMFDVH0RRB2CW5RVSBAJSBAB,player 3
01HMFD6Y3K9VY9SR4HBJ8529TQ,experiment1-0.7,6 rabbits 1 squirrel,1705620437452,9,01HMFDVH0RRB2CW5RVSBAJSBAB,01HMFDV64T6B4RGX4X5N3BJX0B,player 2
01HMFD6Y3K9VY9SR4HBJ8529TQ,experiment1-0.7,5 rabbits 2 squirrels,1705620451783,9,01HMFDTY0YJJJJJ9EVMWXG1T0C,01HMFDVR4PHA6TYJQ97D91TS5E,player 4
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,I see 2 squirrels and 1 rabbit,1705620548800,1,01HMFE0HR298612EFVNB330C6G,01HMFE3YFEQEKS73RSWEAQBEHN,player 3
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,four rabbits and two squirrels,1705620555098,1,01HMFE0QNE43NWNTDR7B4T9HTF,01HMFEDCK7X31FSN4D482T6562,player 4
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,0,1705620560631,1,01HMFE3YFEQEKS73RSWEAQBEHN,01HMFE0HR298612EFVNB330C6G,player 1
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,"2 squirrels, 1 rabbit",1705620606039,2,01HMFE0QNE43NWNTDR7B4T9HTF,01HMFE3YFEQEKS73RSWEAQBEHN,player 3
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,four rabbits and two squirrels,1705620605929,2,01HMFE3YFEQEKS73RSWEAQBEHN,01HMFEDCK7X31FSN4D482T6562,player 4
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,I can currently see two rabbits and four squirrels,1705620606225,2,01HMFE0HR298612EFVNB330C6G,01HMFE0QNE43NWNTDR7B4T9HTF,player 2
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,I see no wildlife here,1705620609789,2,01HMFEDCK7X31FSN4D482T6562,01HMFE0HR298612EFVNB330C6G,player 1
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,Zero squirrel zero rab,1705620618561,2,01HMFEDCK7X31FSN4D482T6562,01HMFE0HR298612EFVNB330C6G,player 1
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,"2 squirrels , 1 rabbit",1705620665014,3,01HMFEDCK7X31FSN4D482T6562,01HMFE3YFEQEKS73RSWEAQBEHN,player 3
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,"Again, four rabbits and two squirrels",1705620666135,3,01HMFE0HR298612EFVNB330C6G,01HMFEDCK7X31FSN4D482T6562,player 4
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,i can see three squirrels and two rabbits,1705620671141,3,01HMFE3YFEQEKS73RSWEAQBEHN,01HMFE0QNE43NWNTDR7B4T9HTF,player 2
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,"Again, four rabbits and two squirrels",1705620705844,4,01HMFE0QNE43NWNTDR7B4T9HTF,01HMFEDCK7X31FSN4D482T6562,player 4
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,"2 squirrels, 1 rabbit",1705620716215,4,01HMFE0HR298612EFVNB330C6G,01HMFE3YFEQEKS73RSWEAQBEHN,player 3
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,I can see two rabbits and three squirrels,1705620717662,4,01HMFEDCK7X31FSN4D482T6562,01HMFE0QNE43NWNTDR7B4T9HTF,player 2
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,I see zero wildlife here there's no rabbits and no squirrels i'm so sad I really want to see a rabbit or a squirrel,1705620722799,4,01HMFE3YFEQEKS73RSWEAQBEHN,01HMFE0HR298612EFVNB330C6G,player 1
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,Morning neighbor how you doing I see zero rabbits and zero squirrels that's so sad I really wanna see some wildlife,1705620770204,5,01HMFEDCK7X31FSN4D482T6562,01HMFE0HR298612EFVNB330C6G,player 1
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,"2 squirrels, 1 rabbit",1705620770492,5,01HMFE0QNE43NWNTDR7B4T9HTF,01HMFE3YFEQEKS73RSWEAQBEHN,player 3
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,again i can see two rabbits and three squirrels,1705620778847,5,01HMFE0HR298612EFVNB330C6G,01HMFE0QNE43NWNTDR7B4T9HTF,player 2
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,"I consistently see, four rabbits and two squirrels in all five rounds",1705620779289,5,01HMFE3YFEQEKS73RSWEAQBEHN,01HMFEDCK7X31FSN4D482T6562,player 4
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,two rabbits and three squirrels,1705620811226,6,01HMFE3YFEQEKS73RSWEAQBEHN,01HMFE0QNE43NWNTDR7B4T9HTF,player 2
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,"2 squirrels, 1 rabbit",1705620819641,6,01HMFEDCK7X31FSN4D482T6562,01HMFE3YFEQEKS73RSWEAQBEHN,player 3
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,Howdy Doody neighbor I see zero squirrels in zero rabbits today so sad I really love wildlife and I really wanna see some,1705620821004,6,01HMFE0QNE43NWNTDR7B4T9HTF,01HMFE0HR298612EFVNB330C6G,player 1
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,"Neighbour, lets take an average of what we both see. I still see Again, four rabbits and two squirrels",1705620832239,6,01HMFE0HR298612EFVNB330C6G,01HMFEDCK7X31FSN4D482T6562,player 4
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,"2 squirrels, 1 rabbit",1705620868571,7,01HMFE0HR298612EFVNB330C6G,01HMFE3YFEQEKS73RSWEAQBEHN,player 3
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,hello! currently I can see two rabbits and three squirrels in my garden,1705620874767,7,01HMFEDCK7X31FSN4D482T6562,01HMFE0QNE43NWNTDR7B4T9HTF,player 2
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,good morning neighborino 0 rabbits and 0 squireels again :(,1705620880816,7,01HMFE3YFEQEKS73RSWEAQBEHN,01HMFE0HR298612EFVNB330C6G,player 1
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,"Again, four rabbits and two squirrels. So, can we assume you see an average of 2 squirrels to one rabbit?",1705620883292,7,01HMFE0QNE43NWNTDR7B4T9HTF,01HMFEDCK7X31FSN4D482T6562,player 4
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,"2 squirrels, 1 rabbit",1705620926272,8,01HMFE0QNE43NWNTDR7B4T9HTF,01HMFE3YFEQEKS73RSWEAQBEHN,player 3
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,Morning neighbor i'm not seeing any squirrels or any rabbits.,1705620928514,8,01HMFEDCK7X31FSN4D482T6562,01HMFE0HR298612EFVNB330C6G,player 1
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,"So, I always see ratio 2 rabbits to 1 squirrel.",1705620939810,8,01HMFE3YFEQEKS73RSWEAQBEHN,01HMFEDCK7X31FSN4D482T6562,player 4
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,"I can see two rabbits and three squirrels, i say we can assume its more equal on what we are seeing overall",1705620940504,8,01HMFE0HR298612EFVNB330C6G,01HMFE0QNE43NWNTDR7B4T9HTF,player 2
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,"2 squirrels, 1 rabbit",1705620975314,9,01HMFEDCK7X31FSN4D482T6562,01HMFE3YFEQEKS73RSWEAQBEHN,player 3
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,I can see two rabbit and three squirrels,1705620979761,9,01HMFE3YFEQEKS73RSWEAQBEHN,01HMFE0QNE43NWNTDR7B4T9HTF,player 2
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,we can agree the overall is 50:50 since you see 2:1 rabbits and I see 1:2 rabbits?,1705620995599,9,01HMFE0HR298612EFVNB330C6G,01HMFEDCK7X31FSN4D482T6562,player 4
01HMFD70P1NJWT1WK60P5YMXBX,experiment1-0.3,Morning neighbor i'm not seeing any rabbits or any squirrels today that's zero of both so sad  QQ,1705620998558,9,01HMFE0QNE43NWNTDR7B4T9HTF,01HMFE0HR298612EFVNB330C6G,player 1
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,3 rabbits,1705620026165,1,01HMFDV044BC6W68ZNRF410YDE,01HMFDW77GTW1HQQM6TYVWPTCQ,player 4
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,two rabbits,1705620026950,1,01HMFDTTMDYZ7X546SSSQT74KF,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,player 3
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,I see 2 rabbits and 3 squirrels,1705620034616,1,01HMFDW77GTW1HQQM6TYVWPTCQ,01HMFDV044BC6W68ZNRF410YDE,player 2
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,"I see rabbits, and 1 squirrel.",1705620006361,1,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,01HMFDTTMDYZ7X546SSSQT74KF,player 1
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,4 rabbits,1705620022128,1,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,01HMFDTTMDYZ7X546SSSQT74KF,player 1
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,I see 3 rabbits,1705620080094,2,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,01HMFDW77GTW1HQQM6TYVWPTCQ,player 4
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,There are 4 rabbits and 1 squirrel,1705620056581,2,01HMFDW77GTW1HQQM6TYVWPTCQ,01HMFDTTMDYZ7X546SSSQT74KF,player 1
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,2 rabbits 3 squirrels,1705620085117,2,01HMFDTTMDYZ7X546SSSQT74KF,01HMFDV044BC6W68ZNRF410YDE,player 2
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,two rabbits :),1705620091108,2,01HMFDV044BC6W68ZNRF410YDE,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,player 3
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,"4 rabbits, 1 squirrel",1705620066229,2,01HMFDW77GTW1HQQM6TYVWPTCQ,01HMFDTTMDYZ7X546SSSQT74KF,player 1
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,I see 3 rabbits,1705620137128,3,01HMFDTTMDYZ7X546SSSQT74KF,01HMFDW77GTW1HQQM6TYVWPTCQ,player 4
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,two rabbits!,1705620139597,3,01HMFDW77GTW1HQQM6TYVWPTCQ,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,player 3
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,"There are 4 rabbits, and 1 squirrel",1705620116251,3,01HMFDV044BC6W68ZNRF410YDE,01HMFDTTMDYZ7X546SSSQT74KF,player 1
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,"2 rabbits, 3 squirrels",1705620155150,3,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,01HMFDV044BC6W68ZNRF410YDE,player 2
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,squirrels:1 rabbits:4,1705620128325,3,01HMFDV044BC6W68ZNRF410YDE,01HMFDTTMDYZ7X546SSSQT74KF,player 1
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,not sure if they are new though,1705620156005,3,01HMFDW77GTW1HQQM6TYVWPTCQ,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,player 3
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,"2 rabbits, 3 squirrels",1705620197007,4,01HMFDW77GTW1HQQM6TYVWPTCQ,01HMFDV044BC6W68ZNRF410YDE,player 2
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,"there is 1 squirrel, and 4 rabbitws",1705620172966,4,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,01HMFDTTMDYZ7X546SSSQT74KF,player 1
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,3 rabbits,1705620203815,4,01HMFDV044BC6W68ZNRF410YDE,01HMFDW77GTW1HQQM6TYVWPTCQ,player 4
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,2 rabbits,1705620205827,4,01HMFDTTMDYZ7X546SSSQT74KF,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,player 3
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,Rabbits:4 Squirrels:1,1705620182153,4,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,01HMFDTTMDYZ7X546SSSQT74KF,player 1
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,"2 rabbits, 3 squirrels",1705620236041,5,01HMFDTTMDYZ7X546SSSQT74KF,01HMFDV044BC6W68ZNRF410YDE,player 2
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,3 rabbits,1705620237228,5,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,01HMFDW77GTW1HQQM6TYVWPTCQ,player 4
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,2 rabbits!,1705620239779,5,01HMFDV044BC6W68ZNRF410YDE,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,player 3
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,"I see 1 squirrel, and 4 rabbits in total",1705620218472,5,01HMFDW77GTW1HQQM6TYVWPTCQ,01HMFDTTMDYZ7X546SSSQT74KF,player 1
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,"2 rabbits, 3 squirrels",1705620277845,6,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,01HMFDV044BC6W68ZNRF410YDE,player 2
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,2 rabs,1705620278591,6,01HMFDW77GTW1HQQM6TYVWPTCQ,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,player 3
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,"I see exactly 4 rabbits, and 1 squirrel.",1705620257737,6,01HMFDV044BC6W68ZNRF410YDE,01HMFDTTMDYZ7X546SSSQT74KF,player 1
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,There are 3 rabbits,1705620285393,6,01HMFDTTMDYZ7X546SSSQT74KF,01HMFDW77GTW1HQQM6TYVWPTCQ,player 4
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,"2 rabbits, 3 squirrels",1705620319757,7,01HMFDW77GTW1HQQM6TYVWPTCQ,01HMFDV044BC6W68ZNRF410YDE,player 2
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,3 rabbits,1705620320016,7,01HMFDV044BC6W68ZNRF410YDE,01HMFDW77GTW1HQQM6TYVWPTCQ,player 4
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,2 rabs,1705620324679,7,01HMFDTTMDYZ7X546SSSQT74KF,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,player 3
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,There seems to be a lot more rabbits than squirrels. I see 1 squirrel and 4 rabbits,1705620301247,7,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,01HMFDTTMDYZ7X546SSSQT74KF,player 1
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,"2 rabbits, 3 squirrels",1705620358324,8,01HMFDTTMDYZ7X546SSSQT74KF,01HMFDV044BC6W68ZNRF410YDE,player 2
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,3 rabbits,1705620359214,8,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,01HMFDW77GTW1HQQM6TYVWPTCQ,player 4
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,no s. 2 r,1705620360897,8,01HMFDV044BC6W68ZNRF410YDE,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,player 3
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,"4 rabbits, 1 squirrel. Rabbit population seems much higher",1705620348480,8,01HMFDW77GTW1HQQM6TYVWPTCQ,01HMFDTTMDYZ7X546SSSQT74KF,player 1
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,"2 rabbits, 3 squirrels",1705620402557,9,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,01HMFDV044BC6W68ZNRF410YDE,player 2
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,I see 3 rabbits and 0 squirrels,1705620403166,9,01HMFDTTMDYZ7X546SSSQT74KF,01HMFDW77GTW1HQQM6TYVWPTCQ,player 4
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,"4 rabbits, 1 squirrel",1705620385014,9,01HMFDV044BC6W68ZNRF410YDE,01HMFDTTMDYZ7X546SSSQT74KF,player 1
01HMFD71T5DSAFQWX4BE1MVEKN,experiment1-0.7,2 rabbits. have only heard about 1 or 2 squirrels,1705620417107,9,01HMFDW77GTW1HQQM6TYVWPTCQ,01HMFDVD1Z9YNP2HC5ZSQ7QEHJ,player 3
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,One rabbit one squirrel,1705620640310,1,01HMFEE8KEX5A79WN59YX71QCK,01HMFEDG8DJHPDDYK6D1RH3HRJ,player 2
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,I see 2 squirrels and no rabbits,1705620644453,1,01HMFE5J62245HR9TE6YM8RW93,01HMFEE3VEDWE4FS5J47TQR8GB,player 3
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,1 rabbit and 2 squirrels,1705620649358,1,01HMFEDG8DJHPDDYK6D1RH3HRJ,01HMFEE8KEX5A79WN59YX71QCK,player 4
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,8 squirlls,1705620652817,1,01HMFEE3VEDWE4FS5J47TQR8GB,01HMFE5J62245HR9TE6YM8RW93,player 1
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,One rabbit one squirrel,1705620690896,2,01HMFE5J62245HR9TE6YM8RW93,01HMFEDG8DJHPDDYK6D1RH3HRJ,player 2
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,1 rabbit and 2 squirrels,1705620691839,2,01HMFEE3VEDWE4FS5J47TQR8GB,01HMFEE8KEX5A79WN59YX71QCK,player 4
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,I see 2 squirrels and no rabbits. My friend saw 8 squirrels,1705620701715,2,01HMFEDG8DJHPDDYK6D1RH3HRJ,01HMFEE3VEDWE4FS5J47TQR8GB,player 3
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,8 squirrels,1705620707293,2,01HMFEE8KEX5A79WN59YX71QCK,01HMFE5J62245HR9TE6YM8RW93,player 1
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,1 rabbit and 2 squirrels,1705620743437,3,01HMFE5J62245HR9TE6YM8RW93,01HMFEE8KEX5A79WN59YX71QCK,player 4
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,One rabbit one squirrel,1705620746275,3,01HMFEE3VEDWE4FS5J47TQR8GB,01HMFEDG8DJHPDDYK6D1RH3HRJ,player 2
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,1 rabbit and 2 squirrels,1705620755945,3,01HMFE5J62245HR9TE6YM8RW93,01HMFEE8KEX5A79WN59YX71QCK,player 4
01HMFD72NDC7J8P5J6Y5B47X5S,experiment1-0.3,* squirrels,1705620759793,3,01HMFEDG8DJHPDDYK6D1RH3HRJ,01HMFE5J62245HR9TE6YM8RW93,player 1
