"gameID","playerID","stageName","treatmentName.x","ended.x","roundID","confidence","guess","stageID.x","idx","exitSurvey","participantID","recipient","nRabbits","nSquirrels","nCritters","mleEstimate","nSquirrelsGame","nRabbitsGame","nCrittersGame","mleGame","prob","entropy","representation","designatedGame","entropy_bin","representation_bin","nCrittersGame_bin"
"01JD3CSYSGATA1GNP7YFFCMXSG","01JD3D4B3JPHEW7N5VN1W4W61X","observe","RS_interactive","game ended","01JD3DDB4XWZSF2WE95G4PJWWT",100,100,"01JD3DDB806H958J7M9CBQPZN6",7,"{""usedCalculator"":""no""}","01JD3D4AW7FXGQ2BD7Q037M980","01JD3D8FNQMYKZSCEXQJMATBKW",0,1,1,0,5,12,"17",0.7059,0.0588,"0.6598","0.5672","10023","(0.54,0.81]","(0.48,0.6]","[15,20]"
"01JD3CSYSGATA1GNP7YFFCMXSG","01JD3D4B3JPHEW7N5VN1W4W61X","observe","RS_interactive","game ended","01JD3DDB4RKNK1FCW4XY5T5M0P",NA,NA,"01JD3DDBBDB1MZ1Q9JK1SY04Y4",2,"{""usedCalculator"":""no""}","01JD3D4AW7FXGQ2BD7Q037M980","01JD3D8FNQMYKZSCEXQJMATBKW",0,1,1,0,5,12,"17",0.7059,0.0588,"0.6598","0.5672","10023","(0.54,0.81]","(0.48,0.6]","[15,20]"
"01JD3CSYSGATA1GNP7YFFCMXSG","01JD3D4B3JPHEW7N5VN1W4W61X","observe","RS_interactive","game ended","01JD3DDB4TXKMH9YV226BWK48A",100,100,"01JD3DDBEX6P4P0NTAC2YTYK8P",3,"{""usedCalculator"":""no""}","01JD3D4AW7FXGQ2BD7Q037M980","01JD3D8FNQMYKZSCEXQJMATBKW",0,1,1,0,5,12,"17",0.7059,0.0588,"0.6598","0.5672","10023","(0.54,0.81]","(0.48,0.6]","[15,20]"
"01JD3CSYSGATA1GNP7YFFCMXSG","01JD3D4B3JPHEW7N5VN1W4W61X","observe","RS_interactive","game ended","01JD3DDB51M750HXWJ8TKP9CEX",100,100,"01JD3DDB7M3HXM4BZPYY16J7HZ",6,"{""usedCalculator"":""no""}","01JD3D4AW7FXGQ2BD7Q037M980","01JD3D8FNQMYKZSCEXQJMATBKW",0,1,1,0,5,12,"17",0.7059,0.0588,"0.6598","0.5672","10023","(0.54,0.81]","(0.48,0.6]","[15,20]"
"01JD3CSYSGATA1GNP7YFFCMXSG","01JD3D4B3JPHEW7N5VN1W4W61X","observe","RS_interactive","game ended","01JD3DDB51M750HXWJ9G4PDR1B",100,25,"01JD3DDBBBFK864GHHFRNW1E3W",8,"{""usedCalculator"":""no""}","01JD3D4AW7FXGQ2BD7Q037M980","01JD3D8FNQMYKZSCEXQJMATBKW",0,1,1,0,5,12,"17",0.7059,0.0588,"0.6598","0.5672","10023","(0.54,0.81]","(0.48,0.6]","[15,20]"
"01JD3CSYSGATA1GNP7YFFCMXSG","01JD3D4B3JPHEW7N5VN1W4W61X","observe","RS_interactive","game ended","01JD3DDB4Q3H5DM555YXWPM5VZ",100,100,"01JD3DDBCHJ7AM077M8NAZZ736",1,"{""usedCalculator"":""no""}","01JD3D4AW7FXGQ2BD7Q037M980","01JD3D8FNQMYKZSCEXQJMATBKW",0,1,1,0,5,12,"17",0.7059,0.0588,"0.6598","0.5672","10023","(0.54,0.81]","(0.48,0.6]","[15,20]"
"01JD3CSYSGATA1GNP7YFFCMXSG","01JD3D4F871GFAP0XVSPB3ZCV1","observe","RS_interactive","game ended","01JD3DDB4TXKMH9YV226BWK48A",100,12,"01JD3DDBEX6P4P0NTAC2YTYK8P",3,"{""usedCalculator"":""no""}","01JD3D4EZMFG5AYSRMZ9MCMTCG","01JD3D4B3JPHEW7N5VN1W4W61X",12,2,14,0.857142857142857,5,12,"17",0.7059,0.0588,"0.6598","0.5672","10023","(0.54,0.81]","(0.48,0.6]","[15,20]"
"01JD3CSYSGATA1GNP7YFFCMXSG","01JD3D4F871GFAP0XVSPB3ZCV1","observe","RS_interactive","game ended","01JD3DDB4Q3H5DM555YXWPM5VZ",100,12,"01JD3DDBCHJ7AM077M8NAZZ736",1,"{""usedCalculator"":""no""}","01JD3D4EZMFG5AYSRMZ9MCMTCG","01JD3D4B3JPHEW7N5VN1W4W61X",12,2,14,0.857142857142857,5,12,"17",0.7059,0.0588,"0.6598","0.5672","10023","(0.54,0.81]","(0.48,0.6]","[15,20]"
"01JD3CSYSGATA1GNP7YFFCMXSG","01JD3D4F871GFAP0XVSPB3ZCV1","observe","RS_interactive","game ended","01JD3DDB4V0YTWP89RJVEBZDAM",100,12,"01JD3DDBDYPGJ2HW8YWKT49H53",4,"{""usedCalculator"":""no""}","01JD3D4EZMFG5AYSRMZ9MCMTCG","01JD3D4B3JPHEW7N5VN1W4W61X",12,2,14,0.857142857142857,5,12,"17",0.7059,0.0588,"0.6598","0.5672","10023","(0.54,0.81]","(0.48,0.6]","[15,20]"
"01JD3CSYSGATA1GNP7YFFCMXSG","01JD3D4F871GFAP0XVSPB3ZCV1","observe","RS_interactive","game ended","01JD3DDB4WBHGM5P2CF3YPV3W3",100,12,"01JD3DDBDXDPHEPQADAZ8QG3PY",5,"{""usedCalculator"":""no""}","01JD3D4EZMFG5AYSRMZ9MCMTCG","01JD3D4B3JPHEW7N5VN1W4W61X",12,2,14,0.857142857142857,5,12,"17",0.7059,0.0588,"0.6598","0.5672","10023","(0.54,0.81]","(0.48,0.6]","[15,20]"
"01JD3CSYSGATA1GNP7YFFCMXSG","01JD3D4F871GFAP0XVSPB3ZCV1","observe","RS_interactive","game ended","01JD3DDB4XWZSF2WE95G4PJWWT",88,32,"01JD3DDB806H958J7M9CBQPZN6",7,"{""usedCalculator"":""no""}","01JD3D4EZMFG5AYSRMZ9MCMTCG","01JD3D4B3JPHEW7N5VN1W4W61X",12,2,14,0.857142857142857,5,12,"17",0.7059,0.0588,"0.6598","0.5672","10023","(0.54,0.81]","(0.48,0.6]","[15,20]"
"01JD3CSYSGATA1GNP7YFFCMXSG","01JD3D4F871GFAP0XVSPB3ZCV1","observe","RS_interactive","game ended","01JD3DDB51M750HXWJ8TKP9CEX",13,13,"01JD3DDB7M3HXM4BZPYY16J7HZ",6,"{""usedCalculator"":""no""}","01JD3D4EZMFG5AYSRMZ9MCMTCG","01JD3D4B3JPHEW7N5VN1W4W61X",12,2,14,0.857142857142857,5,12,"17",0.7059,0.0588,"0.6598","0.5672","10023","(0.54,0.81]","(0.48,0.6]","[15,20]"
"01JD3CSYSGATA1GNP7YFFCMXSG","01JD3D4F871GFAP0XVSPB3ZCV1","observe","RS_interactive","game ended","01JD3DDB4RKNK1FCW4XY5T5M0P",100,12,"01JD3DDBBDB1MZ1Q9JK1SY04Y4",2,"{""usedCalculator"":""no""}","01JD3D4EZMFG5AYSRMZ9MCMTCG","01JD3D4B3JPHEW7N5VN1W4W61X",12,2,14,0.857142857142857,5,12,"17",0.7059,0.0588,"0.6598","0.5672","10023","(0.54,0.81]","(0.48,0.6]","[15,20]"
"01JD3CSYSGATA1GNP7YFFCMXSG","01JD3D4F871GFAP0XVSPB3ZCV1","observe","RS_interactive","game ended","01JD3DDB51M750HXWJ9G4PDR1B",29,38,"01JD3DDBBBFK864GHHFRNW1E3W",8,"{""usedCalculator"":""no""}","01JD3D4EZMFG5AYSRMZ9MCMTCG","01JD3D4B3JPHEW7N5VN1W4W61X",12,2,14,0.857142857142857,5,12,"17",0.7059,0.0588,"0.6598","0.5672","10023","(0.54,0.81]","(0.48,0.6]","[15,20]"
"01JD3D1TJVJ8N8NRS89HKZKHSW","01JD3D4YRHWTB3WVPW0AEPV7B4","observe","RS_interactive","game ended","01JD3DKEF04VGXG7DY5ZZ70D9M",61,21,"01JD3DKEMHCKWXVMBAHY8W824D",7,"{""usedCalculator"":""no""}","01JD3D4Y4N48H26B3TBRXS5VFZ","01JD3D878K5Y4DATEWT4YNZFYQ",24,10,34,0.705882352941177,10,27,"37",0.7297,0.9189,"0.3703","0.2087","10026","(0.27,0.54]","(0.12,0.24]","(35,40]"
"01JD3D1TJVJ8N8NRS89HKZKHSW","01JD3D4YRHWTB3WVPW0AEPV7B4","observe","RS_interactive","game ended","01JD3DKEEZAP5Y4H5E5SZDNZ79",65,20,"01JD3DKEP1J21H8M2BRYA16YFN",6,"{""usedCalculator"":""no""}","01JD3D4Y4N48H26B3TBRXS5VFZ","01JD3D878K5Y4DATEWT4YNZFYQ",24,10,34,0.705882352941177,10,27,"37",0.7297,0.9189,"0.3703","0.2087","10026","(0.27,0.54]","(0.12,0.24]","(35,40]"
"01JD3D1TJVJ8N8NRS89HKZKHSW","01JD3D4YRHWTB3WVPW0AEPV7B4","observe","RS_interactive","game ended","01JD3DKEEMGHMD2N5PNGY1TNKN",NA,NA,"01JD3DKEGS42YYTSAEXM2WQATW",1,"{""usedCalculator"":""no""}","01JD3D4Y4N48H26B3TBRXS5VFZ","01JD3D878K5Y4DATEWT4YNZFYQ",24,10,34,0.705882352941177,10,27,"37",0.7297,0.9189,"0.3703","0.2087","10026","(0.27,0.54]","(0.12,0.24]","(35,40]"
"01JD3D1TJVJ8N8NRS89HKZKHSW","01JD3D4YRHWTB3WVPW0AEPV7B4","observe","RS_interactive","game ended","01JD3DKEF1THAPJH86Z5A53FX3",53,23,"01JD3DKEKA166955Q5CJM6AV6S",8,"{""usedCalculator"":""no""}","01JD3D4Y4N48H26B3TBRXS5VFZ","01JD3D878K5Y4DATEWT4YNZFYQ",24,10,34,0.705882352941177,10,27,"37",0.7297,0.9189,"0.3703","0.2087","10026","(0.27,0.54]","(0.12,0.24]","(35,40]"
"01JD3D1TJVJ8N8NRS89HKZKHSW","01JD3D4YRHWTB3WVPW0AEPV7B4","observe","RS_interactive","game ended","01JD3DKEEYAA681FH21ZD05SPB",100,17,"01JD3DKEH3Z8R1GCN1PBJM28MJ",2,"{""usedCalculator"":""no""}","01JD3D4Y4N48H26B3TBRXS5VFZ","01JD3D878K5Y4DATEWT4YNZFYQ",24,10,34,0.705882352941177,10,27,"37",0.7297,0.9189,"0.3703","0.2087","10026","(0.27,0.54]","(0.12,0.24]","(35,40]"
"01JD3D1TJVJ8N8NRS89HKZKHSW","01JD3D4YRHWTB3WVPW0AEPV7B4","observe","RS_interactive","game ended","01JD3DKEEZAP5Y4H5E6AF82KYA",64,19,"01JD3DKEMVSBX7QQYA9R2RCGZ8",5,"{""usedCalculator"":""no""}","01JD3D4Y4N48H26B3TBRXS5VFZ","01JD3D878K5Y4DATEWT4YNZFYQ",24,10,34,0.705882352941177,10,27,"37",0.7297,0.9189,"0.3703","0.2087","10026","(0.27,0.54]","(0.12,0.24]","(35,40]"
"01JD3D1TJVJ8N8NRS89HKZKHSW","01JD3D4YRHWTB3WVPW0AEPV7B4","observe","RS_interactive","game ended","01JD3DKEF04VGXG7DY5ETRF86X",73,19,"01JD3DKEMT95SAJM3SBNYP1EZ4",4,"{""usedCalculator"":""no""}","01JD3D4Y4N48H26B3TBRXS5VFZ","01JD3D878K5Y4DATEWT4YNZFYQ",24,10,34,0.705882352941177,10,27,"37",0.7297,0.9189,"0.3703","0.2087","10026","(0.27,0.54]","(0.12,0.24]","(35,40]"
"01JD3D1TJVJ8N8NRS89HKZKHSW","01JD3D4YRHWTB3WVPW0AEPV7B4","observe","RS_interactive","game ended","01JD3DKEF1THAPJH86YFYEPDS1",79,18,"01JD3DKEKGRAHYSBFZV6G56EC8",3,"{""usedCalculator"":""no""}","01JD3D4Y4N48H26B3TBRXS5VFZ","01JD3D878K5Y4DATEWT4YNZFYQ",24,10,34,0.705882352941177,10,27,"37",0.7297,0.9189,"0.3703","0.2087","10026","(0.27,0.54]","(0.12,0.24]","(35,40]"
"01JD3D1RFT7BE2J4A432K7ZGVR","01JD3D6T7JTMBNX3HX0SW8T8KX","observe","RS_interactive","game ended","01JD3DTCH5VF83101F1N3H0F5V",87,75,"01JD3DTCTW56099PPRCGNW5KZG",4,"{""usedCalculator"":""no""}","01JD3D6RMN41KKF9QCHVE2978Z","01JD3DMM27SWJX43JH9QJPXREB",0,2,2,0,5,12,"17",0.7059,0.1176,"1.2364","0.4643","1010","(1.1,1.4]","(0.36,0.48]","[15,20]"
"01JD3D1RFT7BE2J4A432K7ZGVR","01JD3D6T7JTMBNX3HX0SW8T8KX","observe","RS_interactive","game ended","01JD3DTCH1DNM0GQB61ZCNW85F",97,55,"01JD3DTCN7H45T3X1GSBWRVMXZ",3,"{""usedCalculator"":""no""}","01JD3D6RMN41KKF9QCHVE2978Z","01JD3DMM27SWJX43JH9QJPXREB",0,2,2,0,5,12,"17",0.7059,0.1176,"1.2364","0.4643","1010","(1.1,1.4]","(0.36,0.48]","[15,20]"
"01JD3D1RFT7BE2J4A432K7ZGVR","01JD3D6T7JTMBNX3HX0SW8T8KX","observe","RS_interactive","game ended","01JD3DTCGSFN7KEN750B7CJ4DN",NA,NA,"01JD3DTCWCWRQ5T7ZRTFF7ABW2",1,"{""usedCalculator"":""no""}","01JD3D6RMN41KKF9QCHVE2978Z","01JD3DMM27SWJX43JH9QJPXREB",0,2,2,0,5,12,"17",0.7059,0.1176,"1.2364","0.4643","1010","(1.1,1.4]","(0.36,0.48]","[15,20]"
"01JD3D1RFT7BE2J4A432K7ZGVR","01JD3D6T7JTMBNX3HX0SW8T8KX","observe","RS_interactive","game ended","01JD3DTCH6EYAK6AGB20TEJ4HA",74,67,"01JD3DTCR4Z8NT8BTRT6DA3V53",8,"{""usedCalculator"":""no""}","01JD3D6RMN41KKF9QCHVE2978Z","01JD3DMM27SWJX43JH9QJPXREB",0,2,2,0,5,12,"17",0.7059,0.1176,"1.2364","0.4643","1010","(1.1,1.4]","(0.36,0.48]","[15,20]"
"01JD3D1RFT7BE2J4A432K7ZGVR","01JD3D6T7JTMBNX3HX0SW8T8KX","observe","RS_interactive","game ended","01JD3DTCH8RNQSXC9571TE5T5C",51,70,"01JD3DTCKQ2XR7505WQ26CGYKC",7,"{""usedCalculator"":""no""}","01JD3D6RMN41KKF9QCHVE2978Z","01JD3DMM27SWJX43JH9QJPXREB",0,2,2,0,5,12,"17",0.7059,0.1176,"1.2364","0.4643","1010","(1.1,1.4]","(0.36,0.48]","[15,20]"
"01JD3D1RFT7BE2J4A432K7ZGVR","01JD3D6T7JTMBNX3HX0SW8T8KX","observe","RS_interactive","game ended","01JD3DTCH7PA6FVXRTWJB8WH02",84,75,"01JD3DTCNBFD30801AQ1KXWTPQ",6,"{""usedCalculator"":""no""}","01JD3D6RMN41KKF9QCHVE2978Z","01JD3DMM27SWJX43JH9QJPXREB",0,2,2,0,5,12,"17",0.7059,0.1176,"1.2364","0.4643","1010","(1.1,1.4]","(0.36,0.48]","[15,20]"
"01JD3D1RFT7BE2J4A432K7ZGVR","01JD3D6T7JTMBNX3HX0SW8T8KX","observe","RS_interactive","game ended","01JD3DTCGVT6P40ZE5D3B3EDFG",NA,NA,"01JD3DTCME8Y0F2PZ20ZRJGE0E",2,"{""usedCalculator"":""no""}","01JD3D6RMN41KKF9QCHVE2978Z","01JD3DMM27SWJX43JH9QJPXREB",0,2,2,0,5,12,"17",0.7059,0.1176,"1.2364","0.4643","1010","(1.1,1.4]","(0.36,0.48]","[15,20]"
"01JD3D1RFT7BE2J4A432K7ZGVR","01JD3D6T7JTMBNX3HX0SW8T8KX","observe","RS_interactive","game ended","01JD3DTCH99GTZBWYS0V67CZJZ",82,70,"01JD3DTCQXN524JX4J59M3N6ZJ",5,"{""usedCalculator"":""no""}","01JD3D6RMN41KKF9QCHVE2978Z","01JD3DMM27SWJX43JH9QJPXREB",0,2,2,0,5,12,"17",0.7059,0.1176,"1.2364","0.4643","1010","(1.1,1.4]","(0.36,0.48]","[15,20]"
"01JD3D1TJVJ8N8NRS89HKZKHSW","01JD3D7VSGQYKSTAFCQRYQS4AK","observe","RS_interactive","game ended","01JD3DKEEMGHMD2N5PNGY1TNKN",100,0,"01JD3DKEGS42YYTSAEXM2WQATW",1,"{""usedCalculator"":""no""}","01JD3D7V6DZZTQGZ20ESN6AA9K","01JD3D4YRHWTB3WVPW0AEPV7B4",1,0,1,1,10,27,"37",0.7297,0.9189,"0.3703","0.2087","10026","(0.27,0.54]","(0.12,0.24]","(35,40]"
"01JD3D1TJVJ8N8NRS89HKZKHSW","01JD3D7VSGQYKSTAFCQRYQS4AK","observe","RS_interactive","game ended","01JD3DKEF04VGXG7DY5ETRF86X",100,0,"01JD3DKEMT95SAJM3SBNYP1EZ4",4,"{""usedCalculator"":""no""}","01JD3D7V6DZZTQGZ20ESN6AA9K","01JD3D4YRHWTB3WVPW0AEPV7B4",1,0,1,1,10,27,"37",0.7297,0.9189,"0.3703","0.2087","10026","(0.27,0.54]","(0.12,0.24]","(35,40]"
"01JD3D1TJVJ8N8NRS89HKZKHSW","01JD3D7VSGQYKSTAFCQRYQS4AK","observe","RS_interactive","game ended","01JD3DKEEZAP5Y4H5E6AF82KYA",100,0,"01JD3DKEMVSBX7QQYA9R2RCGZ8",5,"{""usedCalculator"":""no""}","01JD3D7V6DZZTQGZ20ESN6AA9K","01JD3D4YRHWTB3WVPW0AEPV7B4",1,0,1,1,10,27,"37",0.7297,0.9189,"0.3703","0.2087","10026","(0.27,0.54]","(0.12,0.24]","(35,40]"
"01JD3D1TJVJ8N8NRS89HKZKHSW","01JD3D7VSGQYKSTAFCQRYQS4AK","observe","RS_interactive","game ended","01JD3DKEEZAP5Y4H5E5SZDNZ79",12,46,"01JD3DKEP1J21H8M2BRYA16YFN",6,"{""usedCalculator"":""no""}","01JD3D7V6DZZTQGZ20ESN6AA9K","01JD3D4YRHWTB3WVPW0AEPV7B4",1,0,1,1,10,27,"37",0.7297,0.9189,"0.3703","0.2087","10026","(0.27,0.54]","(0.12,0.24]","(35,40]"
"01JD3D1TJVJ8N8NRS89HKZKHSW","01JD3D7VSGQYKSTAFCQRYQS4AK","observe","RS_interactive","game ended","01JD3DKEF04VGXG7DY5ZZ70D9M",100,0,"01JD3DKEMHCKWXVMBAHY8W824D",7,"{""usedCalculator"":""no""}","01JD3D7V6DZZTQGZ20ESN6AA9K","01JD3D4YRHWTB3WVPW0AEPV7B4",1,0,1,1,10,27,"37",0.7297,0.9189,"0.3703","0.2087","10026","(0.27,0.54]","(0.12,0.24]","(35,40]"
"01JD3D1TJVJ8N8NRS89HKZKHSW","01JD3D7VSGQYKSTAFCQRYQS4AK","observe","RS_interactive","game ended","01JD3DKEF1THAPJH86YFYEPDS1",0,50,"01JD3DKEKGRAHYSBFZV6G56EC8",3,"{""usedCalculator"":""no""}","01JD3D7V6DZZTQGZ20ESN6AA9K","01JD3D4YRHWTB3WVPW0AEPV7B4",1,0,1,1,10,27,"37",0.7297,0.9189,"0.3703","0.2087","10026","(0.27,0.54]","(0.12,0.24]","(35,40]"
"01JD3D1TJVJ8N8NRS89HKZKHSW","01JD3D7VSGQYKSTAFCQRYQS4AK","observe","RS_interactive","game ended","01JD3DKEEYAA681FH21ZD05SPB",100,0,"01JD3DKEH3Z8R1GCN1PBJM28MJ",2,"{""usedCalculator"":""no""}","01JD3D7V6DZZTQGZ20ESN6AA9K","01JD3D4YRHWTB3WVPW0AEPV7B4",1,0,1,1,10,27,"37",0.7297,0.9189,"0.3703","0.2087","10026","(0.27,0.54]","(0.12,0.24]","(35,40]"
"01JD3D1TJVJ8N8NRS89HKZKHSW","01JD3D7VSGQYKSTAFCQRYQS4AK","observe","RS_interactive","game ended","01JD3DKEF1THAPJH86Z5A53FX3",100,0,"01JD3DKEKA166955Q5CJM6AV6S",8,"{""usedCalculator"":""no""}","01JD3D7V6DZZTQGZ20ESN6AA9K","01JD3D4YRHWTB3WVPW0AEPV7B4",1,0,1,1,10,27,"37",0.7297,0.9189,"0.3703","0.2087","10026","(0.27,0.54]","(0.12,0.24]","(35,40]"
"01JD3D1SPN6GE3Y3N7VKJBF8WD","01JD3D80X8ZP4QF8Y6RJ9RGYCR","observe","RS_interactive","game ended","01JD3DPBDSY1C1VGFX3KYTXVNV",21,20,"01JD3DPBGJ3PYS60S84SGKHNKQ",3,"{""usedCalculator"":""no""}","01JD3D7ZTK3S17G926WZXP0539","01JD3DFXGN2CX2HH359VG42TD2",4,1,5,0.8,4,12,"16",0.75,0.3125,"1.3335","0.1125","10079","(1.1,1.4]","[0,0.12]","[15,20]"
"01JD3D1SPN6GE3Y3N7VKJBF8WD","01JD3D80X8ZP4QF8Y6RJ9RGYCR","observe","RS_interactive","game ended","01JD3DPBDYDB455TR0HKD8QE01",41,23,"01JD3DPBGSPQ48GX4WV29DD52Y",7,"{""usedCalculator"":""no""}","01JD3D7ZTK3S17G926WZXP0539","01JD3DFXGN2CX2HH359VG42TD2",4,1,5,0.8,4,12,"16",0.75,0.3125,"1.3335","0.1125","10079","(1.1,1.4]","[0,0.12]","[15,20]"
"01JD3D1SPN6GE3Y3N7VKJBF8WD","01JD3D80X8ZP4QF8Y6RJ9RGYCR","observe","RS_interactive","game ended","01JD3DPBDWF844S7X0QY24HVXY",38,18,"01JD3DPBKD60YNS0Y6WT3A6TMK",4,"{""usedCalculator"":""no""}","01JD3D7ZTK3S17G926WZXP0539","01JD3DFXGN2CX2HH359VG42TD2",4,1,5,0.8,4,12,"16",0.75,0.3125,"1.3335","0.1125","10079","(1.1,1.4]","[0,0.12]","[15,20]"
"01JD3D1SPN6GE3Y3N7VKJBF8WD","01JD3D80X8ZP4QF8Y6RJ9RGYCR","observe","RS_interactive","game ended","01JD3DPBDZCYBX5M31EH0F2FDS",33,19,"01JD3DPBGNA4B4MZMQJ7MZMW5A",8,"{""usedCalculator"":""no""}","01JD3D7ZTK3S17G926WZXP0539","01JD3DFXGN2CX2HH359VG42TD2",4,1,5,0.8,4,12,"16",0.75,0.3125,"1.3335","0.1125","10079","(1.1,1.4]","[0,0.12]","[15,20]"
"01JD3D1SPN6GE3Y3N7VKJBF8WD","01JD3D80X8ZP4QF8Y6RJ9RGYCR","observe","RS_interactive","game ended","01JD3DPBDXK975N8374E4CKCWK",41,18,"01JD3DPBK213DSCD11CBT4N8A1",6,"{""usedCalculator"":""no""}","01JD3D7ZTK3S17G926WZXP0539","01JD3DFXGN2CX2HH359VG42TD2",4,1,5,0.8,4,12,"16",0.75,0.3125,"1.3335","0.1125","10079","(1.1,1.4]","[0,0.12]","[15,20]"
