id,introDone,introDoneLastChangedAt,recipient,recipientLastChangedAt,exitSurvey,exitSurveyLastChangedAt,intro,introLastChangedAt,urlParams,urlParamsLastChangedAt,gameID,gameIDLastChangedAt,participantID,participantIDLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,emojiArray,emojiArrayLastChangedAt,exitStep,exitStepLastChangedAt,name,nameLastChangedAt,ended,endedLastChangedAt,treatmentName,treatmentNameLastChangedAt,treatment,treatmentLastChangedAt
01HVSD7680PC7Q6NKVJ6MGHZQ3,true,2024-04-18T20:11:38.175241147Z,01HVSD7KNMTR3G9EX8AFBR0XS0,2024-04-18T20:23:18.65814821Z,"{""age"":""25"",""gender"":""female"",""strength"":""not sure"",""fair"":""not sure"",""feedback"":""i only got messages twice"",""education"":""other"",""teammates"":""i don't know, i only received 2 messages out of the 12 rounds"",""notes"":""yes"",""politics"":""left"",""geo"":""british"",""ethnicity"":""white""}",2024-04-18T20:25:02.233376249Z,4,2024-04-18T20:11:24.759874322Z,{},2024-04-18T20:08:57.666297949Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:08:57.352624821Z,01HVSD75MEMDNNT76YJ1TV1TW4,2024-04-18T20:08:57.344849694Z,5caa50aafce1530001bacce9,2024-04-18T20:08:57.344849694Z,"[""🐇"",""                                   "",""🐿️"",""🐇"",""🐇""]",2024-04-18T20:15:27.654969623Z,1,2024-04-18T20:25:02.235780252Z,player 1,2024-04-18T20:15:27.654969623Z,game ended,2024-04-18T20:23:57.050300676Z,rerun-interactive- 0.7,2024-04-18T20:08:57.352624821Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-18T20:08:57.352624821Z
01HVSD7KNMTR3G9EX8AFBR0XS0,true,2024-04-18T20:10:27.518043998Z,01HVSDCK79AC5R26CR9ZT9WRC0,2024-04-18T20:23:18.65814821Z,,,4,2024-04-18T20:10:24.985329913Z,{},2024-04-18T20:09:11.423263781Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:09:11.102094596Z,01HVSD7K1FRJ1VW1F2VW2C8MD8,2024-04-18T20:09:11.092552601Z,60def5138b12a023e5ae885c,2024-04-18T20:09:11.092552601Z,"[""🐿️"",""🐇"",""                                   "",""🐿️"",""🐇""]",2024-04-18T20:15:27.654969623Z,,,player 2,2024-04-18T20:15:27.654969623Z,game ended,2024-04-18T20:23:57.050300676Z,rerun-interactive- 0.7,2024-04-18T20:09:11.102094596Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-18T20:09:11.102094596Z
01HVSDCK79AC5R26CR9ZT9WRC0,true,2024-04-18T20:14:46.117778258Z,01HVSDEP9426S7Y9TDP0DD75DT,2024-04-18T20:23:18.65814821Z,"{""age"":""26"",""gender"":""Male"",""strength"":""I performed well, others in my team did now"",""fair"":""Yes, thought if I had better teammates I woul've received a bigger bonus"",""feedback"":""No issues except my teammates."",""education"":""bachelor"",""teammates"":""No they were not, nobody was cooperating and telling how many animals there were except 2 people"",""notes"":""I couldn't, there were only 2 rounds where someone made an observation"",""politics"":""N/A"",""geo"":""British"",""ethnicity"":""White""}",2024-04-18T20:25:32.275683424Z,4,2024-04-18T20:14:36.257055002Z,{},2024-04-18T20:11:54.799270831Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:11:54.481031439Z,01HVSDCJJHY7SRFMV18QBWVDFB,2024-04-18T20:11:54.473144097Z,600a119359a03a158d4f70dd,2024-04-18T20:11:54.473144097Z,"[""🐇"",""                                   "",""🐇""]",2024-04-18T20:15:27.654969623Z,1,2024-04-18T20:25:32.273039952Z,player 3,2024-04-18T20:15:27.654969623Z,game ended,2024-04-18T20:23:57.050300676Z,rerun-interactive- 0.7,2024-04-18T20:11:54.481031439Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-18T20:11:54.481031439Z
01HVSDEP9426S7Y9TDP0DD75DT,,,01HVSDF9Q1NX6M632F4ZAVKFWB,2024-04-18T20:23:18.65814821Z,,,1,2024-04-18T20:13:16.169166772Z,{},2024-04-18T20:13:03.465567876Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:13:03.150424192Z,01HVSDENPAJT91T3QNZ4BW2BXH,2024-04-18T20:13:03.140642422Z,638a8c63c74f91261108cebf,2024-04-18T20:13:03.140642422Z,"[""🐇"",""🐇"",""                                   ""]",2024-04-18T20:15:27.654969623Z,,,player 4,2024-04-18T20:15:27.654969623Z,game ended,2024-04-18T20:23:57.050300676Z,rerun-interactive- 0.7,2024-04-18T20:13:03.150424192Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-18T20:13:03.150424192Z
01HVSDF9Q1NX6M632F4ZAVKFWB,,,01HVSDH7FFYJD4H2DBWBVBKHTP,2024-04-18T20:23:18.65814821Z,"{""age"":""43"",""gender"":""male"",""strength"":""Accurate... happy with my observation"",""fair"":""Yes"",""feedback"":""It seemed to have gone a bit too quickly"",""education"":""master"",""teammates"":""Yes"",""notes"":""no"",""politics"":""left"",""geo"":""United Kingdom"",""ethnicity"":""White""}",2024-04-18T20:17:03.317998398Z,4,2024-04-18T20:15:19.911740849Z,{},2024-04-18T20:13:23.36030207Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:13:23.0486075Z,01HVSDF91M0KSN0A3QKQWDWJ8Y,2024-04-18T20:13:23.041595188Z,6092eb318a3efe4d95b0a0b0,2024-04-18T20:13:23.041595188Z,"[""🐿️"",""                                   "",""🐇"",""🐇""]",2024-04-18T20:15:27.654969623Z,1,2024-04-18T20:17:03.318668438Z,player 5,2024-04-18T20:15:27.654969623Z,game ended,2024-04-18T20:23:57.050300676Z,rerun-interactive- 0.7,2024-04-18T20:13:23.0486075Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-18T20:13:23.0486075Z
01HVSDH7FFYJD4H2DBWBVBKHTP,,,01HVSDHQ73RYFKPTX7RHFHAKF2,2024-04-18T20:23:18.65814821Z,"{""age"":""43"",""gender"":""Male"",""strength"":""I wasn't given the opportunity to respond to the initial quiz.  I was immediately forwarded to the exit survey."",""fair"":"""",""feedback"":""I wasn't given the opportunity to respond to the initial quiz.  I was immediately forwarded to the exit survey."",""education"":""bachelor"",""teammates"":""I wasn't given the opportunity to respond to the initial quiz.  I was immediately forwarded to the exit survey."",""notes"":""I wasn't given the opportunity to respond to the initial quiz.  I was immediately forwarded to the exit survey."",""politics"":""Left"",""geo"":""Canada"",""ethnicity"":""White""}",2024-04-18T20:16:43.928133639Z,2,2024-04-18T20:15:24.234348296Z,{},2024-04-18T20:14:26.485847644Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:14:26.294960093Z,01HVSDH72DSJARH07VY370ECEF,2024-04-18T20:14:26.287284984Z,5bb19c96f1f9ba00013fed74,2024-04-18T20:14:26.287284984Z,"[""🐇"",""                                   "",""🐿️"",""🐇""]",2024-04-18T20:15:27.654969623Z,1,2024-04-18T20:16:43.962686932Z,player 6,2024-04-18T20:15:27.654969623Z,game ended,2024-04-18T20:23:57.050300676Z,rerun-interactive- 0.7,2024-04-18T20:14:26.294960093Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-18T20:14:26.294960093Z
01HVSDHQ73RYFKPTX7RHFHAKF2,,,01HVSD7680PC7Q6NKVJ6MGHZQ3,2024-04-18T20:23:18.65814821Z,"{""age"":""23"",""gender"":""Male"",""strength"":""Poor"",""fair"":""Yes"",""feedback"":""The entire game was skipped for me."",""education"":""high-school"",""teammates"":""Yes"",""notes"":""No"",""politics"":""Left"",""geo"":""Canada"",""ethnicity"":""White""}",2024-04-18T20:16:29.509600202Z,1,2024-04-18T20:14:54.55952594Z,{},2024-04-18T20:14:42.473391496Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:14:42.41139943Z,01HVSDHQ2YPWRFQSX57C5XVGB1,2024-04-18T20:14:42.403995369Z,Z,2024-04-18T20:14:42.403995369Z,"[""🐿️"",""                                   "",""🐇""]",2024-04-18T20:15:27.654969623Z,1,2024-04-18T20:16:29.510986096Z,player 7,2024-04-18T20:15:27.654969623Z,game ended,2024-04-18T20:23:57.050300676Z,rerun-interactive- 0.7,2024-04-18T20:14:42.41139943Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-18T20:14:42.41139943Z
01HVSDKEHMX241F6H4A3Z8ZNP0,true,2024-04-18T20:18:06.718192107Z,01HVSDM8QJWTK1B65EJ65RC5DQ,2024-04-18T20:30:58.440000276Z,"{""age"":""31"",""gender"":""male"",""strength"":""High"",""fair"":""Yes"",""feedback"":"""",""education"":""master"",""teammates"":""Yes"",""notes"":""No"",""politics"":""Left"",""geo"":""Scottish"",""ethnicity"":""white""}",2024-04-18T20:32:37.854044331Z,4,2024-04-18T20:17:55.759606076Z,{},2024-04-18T20:15:39.461229163Z,01HVSD1G7FR47EZYB36FVXPS0J,2024-04-18T20:15:39.0682684Z,01HVSDKDV9C24ATZSF9PHHYTZG,2024-04-18T20:15:39.060690945Z,5ced20370b72600001fd8d91,2024-04-18T20:15:39.060690945Z,"[""                                   "",""🐇"",""🐇"",""🐿️""]",2024-04-18T20:20:22.612967377Z,1,2024-04-18T20:32:37.869016724Z,player 1,2024-04-18T20:20:22.612967377Z,game ended,2024-04-18T20:31:59.20016383Z,rerun-interactive- 0.7,2024-04-18T20:15:39.0682684Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-18T20:15:39.0682684Z
01HVSDM8QJWTK1B65EJ65RC5DQ,true,2024-04-18T20:19:19.88903489Z,01HVSDPQT926CK0A27CZV7MJ4F,2024-04-18T20:30:58.440000276Z,"{""age"":""47"",""gender"":""Male"",""strength"":""Not great.  "",""fair"":""Yes"",""feedback"":"""",""education"":""high-school"",""teammates"":""Some were,  Others were vague"",""notes"":""Yes"",""politics"":"""",""geo"":"""",""ethnicity"":""""}",2024-04-18T20:33:08.893662612Z,4,2024-04-18T20:19:14.344779724Z,{},2024-04-18T20:16:06.195328825Z,01HVSD1G7FR47EZYB36FVXPS0J,2024-04-18T20:16:05.881530523Z,01HVSDM84KPJDKMCD2GHH7NQWG,2024-04-18T20:16:05.874670707Z,59d3c7b4b5367100017112d1,2024-04-18T20:16:05.874670707Z,"[""🐇"",""🐿️"",""🐇"",""🐿️"",""🐿️"",""🐇"",""🐇"",""                                   ""]",2024-04-18T20:20:22.612967377Z,1,2024-04-18T20:33:08.910055827Z,player 2,2024-04-18T20:20:22.612967377Z,game ended,2024-04-18T20:31:59.20016383Z,rerun-interactive- 0.7,2024-04-18T20:16:05.881530523Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-18T20:16:05.881530523Z
01HVSDMGMF6HPBV1WTD3YHZ5D6,,,,,,,3,2024-04-18T20:19:57.270414962Z,{},2024-04-18T20:16:14.099507989Z,,2024-04-18T20:37:33.322128524Z,01HVSDMGCQ2TE5SN1BTETV3Z6E,2024-04-18T20:16:13.967572317Z,6386bd4f6a7b42c711aceedb,2024-04-18T20:16:13.967572317Z,,,,,,,no more games,2024-04-18T20:49:35.818650777Z,rerun-interactive- 0.7,2024-04-18T20:36:51.85662503Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-18T20:36:51.85662503Z
01HVSDMV8ZN0NAMRWHYAFEM60X,true,2024-04-18T20:22:18.314717093Z,01HVSDRA230VQJ24G20E6HMZ73,2024-04-18T20:30:41.455752329Z,"{""age"":""25"",""gender"":""non-binary "",""strength"":""being honest"",""fair"":""yes"",""feedback"":""In the description of the survey, don't call the animals \""critters\"" because that made me hesitant to be a participant, thinking I might see pictures of bugs. "",""education"":""other"",""teammates"":""maybe"",""notes"":""no"",""politics"":""liberal"",""geo"":""Canada"",""ethnicity"":""white""}",2024-04-18T20:33:02.718483191Z,4,2024-04-18T20:22:07.139514386Z,{},2024-04-18T20:16:25.053895889Z,01HVSD1HA81VSVEDXZXR1M6Z4F,2024-04-18T20:20:22.546573668Z,01HVSDMTXHJWHZ9F0C7K5RECS5,2024-04-18T20:16:24.863435911Z,60fdb15d7a90d6401a469a11,2024-04-18T20:16:24.863435911Z,"[""🐇"",""                                   "",""🐇"",""🐇"",""🐿️""]",2024-04-18T20:22:18.423886785Z,1,2024-04-18T20:33:02.733848284Z,player 1,2024-04-18T20:22:18.423886785Z,game ended,2024-04-18T20:31:25.759053745Z,rerun-interactive- 0.7,2024-04-18T20:20:22.546573668Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-18T20:20:22.546573668Z
01HVSDPQT926CK0A27CZV7MJ4F,true,2024-04-18T20:19:29.277602079Z,01HVSDQ0E9XG5MH8GFPCDDR9X3,2024-04-18T20:30:58.440000276Z,"{""age"":""31"",""gender"":""Female"",""strength"":""I felt the slider hindered me a bit as it was difficult to visualise - I would have preferred a standard 0%-100% slider."",""fair"":""Yes"",""feedback"":"""",""education"":""bachelor"",""teammates"":""I didn't see that any of the co-players gave the same answer as me"",""notes"":""No"",""politics"":""Liberal"",""geo"":""United Kingdom"",""ethnicity"":""White""}",2024-04-18T20:33:19.813538231Z,4,2024-04-18T20:19:27.560759239Z,{},2024-04-18T20:17:27.169080723Z,01HVSD1G7FR47EZYB36FVXPS0J,2024-04-18T20:17:26.864650973Z,01HVSDPQ71JEC1R5R9N7NPKYTB,2024-04-18T20:17:26.857413435Z,5f01c6bf8b6d1e3258ae7048,2024-04-18T20:17:26.857413435Z,"[""🐇"",""🐇"",""🐇"",""🐿️"",""                                   "",""🐿️"",""🐇""]",2024-04-18T20:20:22.612967377Z,1,2024-04-18T20:33:19.827845556Z,player 3,2024-04-18T20:20:22.612967377Z,game ended,2024-04-18T20:31:59.20016383Z,rerun-interactive- 0.7,2024-04-18T20:17:26.864650973Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-18T20:17:26.864650973Z
01HVSDQ0E9XG5MH8GFPCDDR9X3,true,2024-04-18T20:20:22.51061382Z,01HVSDKEHMX241F6H4A3Z8ZNP0,2024-04-18T20:30:58.440000276Z,"{""age"":""21"",""gender"":""male"",""strength"":""fast communications "",""fair"":""yes"",""feedback"":"""",""education"":""high-school"",""teammates"":""I believe them to be truthful"",""notes"":""yes"",""politics"":""left"",""geo"":""British"",""ethnicity"":""white""}",2024-04-18T20:32:52.685790637Z,4,2024-04-18T20:20:19.747317214Z,{},2024-04-18T20:17:36.004569558Z,01HVSD1G7FR47EZYB36FVXPS0J,2024-04-18T20:17:35.700636448Z,01HVSDPZV5T4033VFTYG8DEE1Q,2024-04-18T20:17:35.689636697Z,61f2ab2ea09e72f23cbaf313,2024-04-18T20:17:35.689636697Z,"[""🐇"",""🐇"",""🐇"",""                                   "",""🐇""]",2024-04-18T20:20:22.612967377Z,1,2024-04-18T20:32:52.669873056Z,player 4,2024-04-18T20:20:22.612967377Z,game ended,2024-04-18T20:31:59.20016383Z,rerun-interactive- 0.7,2024-04-18T20:17:35.700636448Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-18T20:17:35.700636448Z
01HVSDQVAVRV8CH98SKHH9X889,true,2024-04-18T20:22:56.195949622Z,01HVSDSZWERW6NPSPFXH91PSYJ,2024-04-18T20:33:59.221882036Z,"{""age"":""24"",""gender"":""Male"",""strength"":""quick answers"",""fair"":""decent for time spent"",""feedback"":"""",""education"":""bachelor"",""teammates"":""fine except 1 didn't answer"",""notes"":""put into calculator"",""politics"":""Left"",""geo"":""Canada"",""ethnicity"":""South Asian""}",2024-04-18T20:36:12.677537834Z,4,2024-04-18T20:22:49.448577681Z,{},2024-04-18T20:18:03.388405504Z,01HVSD1JRWAKY4XSGA3AHVBSWD,2024-04-18T20:22:53.674923076Z,01HVSDQV1G3A79X41QM4AYCQAD,2024-04-18T20:18:03.227846206Z,5c33052cd4f77a0001a8ce56,2024-04-18T20:18:03.227846206Z,"[""                                   "",""🐇"",""🐇""]",2024-04-18T20:24:20.721934546Z,1,2024-04-18T20:36:12.70679261Z,player 1,2024-04-18T20:24:20.721934546Z,game ended,2024-04-18T20:34:43.394623789Z,rerun-interactive- 0.7,2024-04-18T20:22:53.674923076Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-18T20:22:53.674923076Z
01HVSDRA230VQJ24G20E6HMZ73,true,2024-04-18T20:21:01.368910866Z,01HVSDSX7G9BEGN7CT2DKFMYSK,2024-04-18T20:30:41.455752329Z,"{""age"":""38"",""gender"":""female"",""strength"":""I think I did fairly well"",""fair"":""yes"",""feedback"":""none"",""education"":""bachelor"",""teammates"":""yes, info was to the point, I think they were telling the truth"",""notes"":""no, it was easy to see a pattern"",""politics"":""Left"",""geo"":""United Kingdom"",""ethnicity"":""White""}",2024-04-18T20:32:49.802278499Z,4,2024-04-18T20:20:51.375292626Z,{},2024-04-18T20:18:18.681588785Z,01HVSD1HA81VSVEDXZXR1M6Z4F,2024-04-18T20:20:22.546573668Z,01HVSDR99CBTE1SKW6PVW7J9KB,2024-04-18T20:18:18.307510595Z,59e1e960d838ae00018507e3,2024-04-18T20:18:18.307510595Z,"[""🐇"",""🐿️"",""🐇"",""🐇"",""🐇"",""                                   "",""🐇"",""🐇"",""🐇""]",2024-04-18T20:22:18.423886785Z,1,2024-04-18T20:32:49.819437852Z,player 2,2024-04-18T20:22:18.423886785Z,game ended,2024-04-18T20:31:25.759053745Z,rerun-interactive- 0.7,2024-04-18T20:20:22.546573668Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-18T20:20:22.546573668Z
01HVSDSAQ4RCYAPKHE0NZZW4BB,true,2024-04-18T20:22:49.49968199Z,01HVSDTMWPD4B7N09MHV61AKF0,2024-04-18T20:32:02.845467276Z,"{""age"":""34"",""gender"":""female"",""strength"":"""",""fair"":"""",""feedback"":"""",""education"":""master"",""teammates"":""yes"",""notes"":"""",""politics"":"""",""geo"":""United Kingdom"",""ethnicity"":""""}",2024-04-18T20:33:35.283706533Z,4,2024-04-18T20:22:43.433717252Z,{},2024-04-18T20:18:52.158674833Z,01HVSD1J1Q1BKW919ST5G6J03S,2024-04-18T20:22:18.351721176Z,01HVSDSA22QXNCTRP3R9BK5W88,2024-04-18T20:18:51.748397292Z,5b1aa0433e5521000120f7a8,2024-04-18T20:18:51.748397292Z,"[""🐇"",""🐇"",""                                   ""]",2024-04-18T20:22:53.804802212Z,1,2024-04-18T20:33:35.30030931Z,player 1,2024-04-18T20:22:53.804802212Z,game ended,2024-04-18T20:32:54.011555723Z,rerun-interactive- 0.7,2024-04-18T20:22:18.351721176Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-18T20:22:18.351721176Z
01HVSDSX7G9BEGN7CT2DKFMYSK,true,2024-04-18T20:22:10.033461379Z,01HVSDVK361E2YH7FTXDKHC2W7,2024-04-18T20:30:41.455752329Z,"{""age"":""24"",""gender"":""Male"",""strength"":"""",""fair"":"""",""feedback"":"""",""education"":"""",""teammates"":"""",""notes"":"""",""politics"":""Democrat"",""geo"":""USA"",""ethnicity"":""Mixed""}",2024-04-18T20:31:52.690275134Z,4,2024-04-18T20:21:52.780913753Z,{},2024-04-18T20:19:10.897847159Z,01HVSD1HA81VSVEDXZXR1M6Z4F,2024-04-18T20:20:22.546573668Z,01HVSDSWVSYT294VAE9W508BPF,2024-04-18T20:19:10.704823409Z,60fe114167189ccd1e32ba21,2024-04-18T20:19:10.704823409Z,"[""                                   "",""🐇"",""🐇"",""🐇"",""🐇"",""🐿️"",""🐿️""]",2024-04-18T20:22:18.423886785Z,1,2024-04-18T20:31:52.704076406Z,player 3,2024-04-18T20:22:18.423886785Z,game ended,2024-04-18T20:31:25.759053745Z,rerun-interactive- 0.7,2024-04-18T20:20:22.546573668Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-18T20:20:22.546573668Z
01HVSDSZWERW6NPSPFXH91PSYJ,true,2024-04-18T20:24:20.596801932Z,01HVSDWS7EF15SKFB4H2ESESX4,2024-04-18T20:33:59.221882036Z,"{""age"":""36"",""gender"":""female"",""strength"":""So so. "",""fair"":""Yes"",""feedback"":""I think the counter is a little too fast. "",""education"":""bachelor"",""teammates"":""I don't think they were telling the truth."",""notes"":""No."",""politics"":""none"",""geo"":""UK"",""ethnicity"":""southeast asian""}",2024-04-18T20:36:46.449111747Z,4,2024-04-18T20:24:06.331714055Z,{},2024-04-18T20:19:13.74623863Z,01HVSD1JRWAKY4XSGA3AHVBSWD,2024-04-18T20:22:53.674923076Z,01HVSDSZ8XXYQQZ7JDFH7HVJR7,2024-04-18T20:19:13.422433788Z,5d498490ab6774001538905b,2024-04-18T20:19:13.422433788Z,"[""🐿️"",""🐇"",""🐇"",""🐿️"",""                                   "",""🐇"",""🐇"",""🐿️"",""🐇""]",2024-04-18T20:24:20.721934546Z,1,2024-04-18T20:36:46.411804459Z,player 2,2024-04-18T20:24:20.721934546Z,game ended,2024-04-18T20:34:43.394623789Z,rerun-interactive- 0.7,2024-04-18T20:22:53.674923076Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-18T20:22:53.674923076Z
01HVSDTMWPD4B7N09MHV61AKF0,true,2024-04-18T20:22:18.636844755Z,01HVSDVA5N1HZ8RVFYEJ5QXFAZ,2024-04-18T20:32:02.845467276Z,"{""age"":""22"",""gender"":""female"",""strength"":""Detail and asking questions"",""fair"":""Yes"",""feedback"":""Went well"",""education"":""bachelor"",""teammates"":""Yes, I trusted them"",""notes"":""No, but it was easy to remember"",""politics"":""liberal"",""geo"":""canada"",""ethnicity"":""south asian""}",2024-04-18T20:34:31.952009477Z,4,2024-04-18T20:22:16.925039206Z,{},2024-04-18T20:19:35.091746808Z,01HVSD1J1Q1BKW919ST5G6J03S,2024-04-18T20:22:18.351721176Z,01HVSDTMKHV2WK2GAD7Q2BNEAZ,2024-04-18T20:19:34.934301843Z,6452718b6815fb279ef7098f,2024-04-18T20:19:34.934301843Z,"[""🐇"",""🐿️"",""🐇"",""🐇"",""🐇"",""🐇"",""🐇"",""🐿️"",""🐇"",""                                   ""]",2024-04-18T20:22:53.804802212Z,1,2024-04-18T20:34:31.974787952Z,player 2,2024-04-18T20:22:53.804802212Z,game ended,2024-04-18T20:32:54.011555723Z,rerun-interactive- 0.7,2024-04-18T20:22:18.351721176Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-18T20:22:18.351721176Z
01HVSDVA5N1HZ8RVFYEJ5QXFAZ,true,2024-04-18T20:22:45.228551924Z,01HVSDW8BGGQFZ84C2VHEQFZ4F,2024-04-18T20:32:02.845467276Z,"{""age"":""56"",""gender"":""female"",""strength"":""unsure"",""fair"":""no"",""feedback"":""no problems"",""education"":""high-school"",""teammates"":""no they were wildly out"",""notes"":""a little"",""politics"":""middle"",""geo"":""United Kingdom"",""ethnicity"":""British""}",2024-04-18T20:35:00.869309827Z,4,2024-04-18T20:22:41.854675327Z,{},2024-04-18T20:19:57.291288232Z,01HVSD1J1Q1BKW919ST5G6J03S,2024-04-18T20:22:18.351721176Z,01HVSDV9DQM1B1229C01CFSY8F,2024-04-18T20:19:56.72593747Z,596de39c9fd5ee0001b704c3,2024-04-18T20:19:56.72593747Z,"[""🐿️"",""                                   "",""🐿️"",""🐇""]",2024-04-18T20:22:53.804802212Z,1,2024-04-18T20:35:00.84707546Z,player 3,2024-04-18T20:22:53.804802212Z,game ended,2024-04-18T20:32:54.011555723Z,rerun-interactive- 0.7,2024-04-18T20:22:18.351721176Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-18T20:22:18.351721176Z
01HVSDVK361E2YH7FTXDKHC2W7,true,2024-04-18T20:21:39.726995743Z,01HVSDMV8ZN0NAMRWHYAFEM60X,2024-04-18T20:30:41.455752329Z,"{""age"":""30"",""gender"":""female"",""strength"":""Not observance!"",""fair"":""Yes"",""feedback"":"""",""education"":""bachelor"",""teammates"":""I hope so"",""notes"":""Yes"",""politics"":""left"",""geo"":""british"",""ethnicity"":""white""}",2024-04-18T20:31:58.795049905Z,4,2024-04-18T20:21:31.489827637Z,{},2024-04-18T20:20:06.195276011Z,01HVSD1HA81VSVEDXZXR1M6Z4F,2024-04-18T20:20:22.546573668Z,01HVSDVJERA4GYGCW0X4XTYXTB,2024-04-18T20:20:05.862177732Z,6525767921da40d6b2f46c7a,2024-04-18T20:20:05.862177732Z,"[""                                   "",""🐿️"",""🐿️""]",2024-04-18T20:22:18.423886785Z,1,2024-04-18T20:31:58.531005165Z,player 4,2024-04-18T20:22:18.423886785Z,game ended,2024-04-18T20:31:25.759053745Z,rerun-interactive- 0.7,2024-04-18T20:20:22.546573668Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-18T20:20:22.546573668Z
01HVSDVMK8WSC0RADFR110XHYJ,,,,,,,,,{},2024-04-18T20:20:07.7783752Z,,2024-04-18T20:37:33.322128524Z,01HVSDVKWK0HZ3XG3WPSS3NDH8,2024-04-18T20:20:07.400447571Z,607e6e60568d9d3b270c7ef8,2024-04-18T20:20:07.400447571Z,,,,,,,no more games,2024-04-18T20:49:35.902005571Z,rerun-interactive- 0.7,2024-04-18T20:36:51.885120983Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-18T20:36:51.885120983Z
01HVSDVY7F7EETE1NV7881HZ0S,,,,,,,,,{},2024-04-18T20:20:18.151758194Z,,2024-04-18T20:37:33.322128524Z,01HVSDVWCD57PAAXYSCXZRZYY3,2024-04-18T20:20:17.263753528Z,5686a869333cbd000d4e051d,2024-04-18T20:20:17.263753528Z,,,,,,,no more games,2024-04-18T20:49:35.902005571Z,rerun-interactive- 0.7,2024-04-18T20:36:51.885120983Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-18T20:36:51.885120983Z
01HVSDW8BGGQFZ84C2VHEQFZ4F,true,2024-04-18T20:22:53.652431016Z,01HVSDSAQ4RCYAPKHE0NZZW4BB,2024-04-18T20:32:02.845467276Z,"{""age"":""29"",""gender"":""female"",""strength"":""good"",""fair"":""yes"",""feedback"":""n/a"",""education"":""bachelor"",""teammates"":""yes"",""notes"":""yes"",""politics"":""middle"",""geo"":""UK"",""ethnicity"":""turkish""}",2024-04-18T20:33:24.636391985Z,4,2024-04-18T20:22:51.110641208Z,{},2024-04-18T20:20:27.988120275Z,01HVSD1J1Q1BKW919ST5G6J03S,2024-04-18T20:22:18.351721176Z,01HVSDW7JZC860PXJZ9XERYYW6,2024-04-18T20:20:27.633005228Z,5a9bbda1f6dfdd0001ea9639,2024-04-18T20:20:27.633005228Z,"[""🐇"",""🐇"",""                                   "",""🐇"",""🐿️"",""🐇"",""🐿️""]",2024-04-18T20:22:53.804802212Z,1,2024-04-18T20:33:24.690808256Z,player 4,2024-04-18T20:22:53.804802212Z,game ended,2024-04-18T20:32:54.011555723Z,rerun-interactive- 0.7,2024-04-18T20:22:18.351721176Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-18T20:22:18.351721176Z
