"","gameID","roundID","playerID","guess","idx","treatmentName","nSquirrels","nRabbits"
"28","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCKF3J9H60JC9F9FWBW","01HN8WKAMZASB0QZ4J9133AV7J",7,5,"experiment2-slider-0.7",1,6
"29","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CNZGJ0X63Y9K37NWV6V","01HN8WFS0FP014KCJK7JJDSJQP",NA,2,"experiment2-interactive-0.7",1,5
"30","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CNZGJ0X63Y9K37NWV6V","01HN8WWNZQ0VB9XQN3V18JVK1F",NA,2,"experiment2-interactive-0.7",0,2
"31","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CNZGJ0X63Y9K37NWV6V","01HN8WQEJZRX09DPVACEVBQB5A",NA,2,"experiment2-interactive-0.7",1,1
"32","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CNZGJ0X63Y9K37NWV6V","01HN8WVXFEX730WAJDDJWD9D7C",NA,2,"experiment2-interactive-0.7",0,3
"33","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCJ6J7PD5Z74JH63F2W","01HN8WH3THS26GR664GHZ4SJVH",85,6,"experiment2-slider-0.7",1,7
"34","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCJ6J7PD5Z74JH63F2W","01HN8WKCFXXW3159FQBM9SSZ1S",NA,6,"experiment2-slider-0.7",4,2
"35","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCJ6J7PD5Z74JH63F2W","01HN8WT5FY22ZT4J7X4VVXCHKB",80,6,"experiment2-slider-0.7",2,5
"36","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCJ6J7PD5Z74JH63F2W","01HN8WKAMZASB0QZ4J9133AV7J",10,6,"experiment2-slider-0.7",1,6
"37","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWMVFM36TT1AY3TTX4J","01HN8WWTP66QFX9WNBFB3XC6EX",50,1,"experiment2-slider-0.7",3,3
"38","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWMVFM36TT1AY3TTX4J","01HN8WZCC15KVGMJZM59SR2VFG",86,1,"experiment2-slider-0.7",1,6
"39","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWMVFM36TT1AY3TTX4J","01HN8WWPMZW3EB9T9KD3DGEP9D",64,1,"experiment2-slider-0.7",4,3
"40","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWMVFM36TT1AY3TTX4J","01HN8X1D7F07ZPSDRJP27M2VZN",0,1,"experiment2-slider-0.7",0,0
"41","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCJ6J7PD5Z73FX14P39","01HN8WH3THS26GR664GHZ4SJVH",85,7,"experiment2-slider-0.7",1,7
"42","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCJ6J7PD5Z73FX14P39","01HN8WKAMZASB0QZ4J9133AV7J",90,7,"experiment2-slider-0.7",1,6
"43","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCJ6J7PD5Z73FX14P39","01HN8WKCFXXW3159FQBM9SSZ1S",NA,7,"experiment2-slider-0.7",4,2
"44","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCJ6J7PD5Z73FX14P39","01HN8WT5FY22ZT4J7X4VVXCHKB",85,7,"experiment2-slider-0.7",2,5
"45","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CNZGJ0X63Y9K37NWV6V","01HN8WFS0FP014KCJK7JJDSJQP",80,2,"experiment2-interactive-0.7",1,5
"46","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CNZGJ0X63Y9K37NWV6V","01HN8WWNZQ0VB9XQN3V18JVK1F",75,2,"experiment2-interactive-0.7",0,2
"47","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CNZGJ0X63Y9K37NWV6V","01HN8WVXFEX730WAJDDJWD9D7C",100,2,"experiment2-interactive-0.7",0,3
"48","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CNZGJ0X63Y9K37NWV6V","01HN8WQEJZRX09DPVACEVBQB5A",NA,2,"experiment2-interactive-0.7",1,1
"49","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWP9PA6EVFSEKS7RSFZ","01HN8WWPMZW3EB9T9KD3DGEP9D",70,2,"experiment2-slider-0.7",4,3
"50","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWP9PA6EVFSEKS7RSFZ","01HN8WZCC15KVGMJZM59SR2VFG",85,2,"experiment2-slider-0.7",1,6
"51","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWP9PA6EVFSEKS7RSFZ","01HN8WWTP66QFX9WNBFB3XC6EX",50,2,"experiment2-slider-0.7",3,3
"52","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWP9PA6EVFSEKS7RSFZ","01HN8X1D7F07ZPSDRJP27M2VZN",50,2,"experiment2-slider-0.7",0,0
"53","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCG2766SVRXYHKYFRM5","01HN8WH3THS26GR664GHZ4SJVH",85,8,"experiment2-slider-0.7",1,7
"54","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCG2766SVRXYHKYFRM5","01HN8WKCFXXW3159FQBM9SSZ1S",NA,8,"experiment2-slider-0.7",4,2
"55","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCG2766SVRXYHKYFRM5","01HN8WT5FY22ZT4J7X4VVXCHKB",90,8,"experiment2-slider-0.7",2,5
"56","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCG2766SVRXYHKYFRM5","01HN8WKAMZASB0QZ4J9133AV7J",90,8,"experiment2-slider-0.7",1,6
"57","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWR8G23W3C6NZ48ZD0Z","01HN8WWPMZW3EB9T9KD3DGEP9D",32,3,"experiment2-slider-0.7",4,3
"58","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWR8G23W3C6NZ48ZD0Z","01HN8X1D7F07ZPSDRJP27M2VZN",51,3,"experiment2-slider-0.7",0,0
"59","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWR8G23W3C6NZ48ZD0Z","01HN8WZCC15KVGMJZM59SR2VFG",70,3,"experiment2-slider-0.7",1,6
"60","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWR8G23W3C6NZ48ZD0Z","01HN8WWTP66QFX9WNBFB3XC6EX",84,3,"experiment2-slider-0.7",3,3
"61","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP000EXT77E0Q9CA6AH","01HN8WFS0FP014KCJK7JJDSJQP",NA,3,"experiment2-interactive-0.7",1,5
"62","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP000EXT77E0Q9CA6AH","01HN8WWNZQ0VB9XQN3V18JVK1F",NA,3,"experiment2-interactive-0.7",0,2
"63","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP000EXT77E0Q9CA6AH","01HN8WQEJZRX09DPVACEVBQB5A",NA,3,"experiment2-interactive-0.7",1,1
"64","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP000EXT77E0Q9CA6AH","01HN8WVXFEX730WAJDDJWD9D7C",NA,3,"experiment2-interactive-0.7",0,3
"65","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCJ6J7PD5Z741XX4NEB","01HN8WKCFXXW3159FQBM9SSZ1S",NA,9,"experiment2-slider-0.7",4,2
"66","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCJ6J7PD5Z741XX4NEB","01HN8WT5FY22ZT4J7X4VVXCHKB",75,9,"experiment2-slider-0.7",2,5
"67","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCJ6J7PD5Z741XX4NEB","01HN8WKAMZASB0QZ4J9133AV7J",90,9,"experiment2-slider-0.7",1,6
"68","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCJ6J7PD5Z741XX4NEB","01HN8WH3THS26GR664GHZ4SJVH",85,9,"experiment2-slider-0.7",1,7
"69","01HN8VW75MDMST7DFQ91AXRDPK","01HN8X590RAW6CPYQSY0PXHEZ2","01HN8WVT6H7ER66EH9TZRVFX07",NA,1,"experiment2-interactive-0.7",0,4
"70","01HN8VW75MDMST7DFQ91AXRDPK","01HN8X590RAW6CPYQSY0PXHEZ2","01HN8X282NVVR6E44GGSNJ99ZP",NA,1,"experiment2-interactive-0.7",0,0
"71","01HN8VW75MDMST7DFQ91AXRDPK","01HN8X590RAW6CPYQSY0PXHEZ2","01HN8X1KP5TGHQK6BQ71TJR8E5",NA,1,"experiment2-interactive-0.7",1,3
"72","01HN8VW75MDMST7DFQ91AXRDPK","01HN8X590RAW6CPYQSY0PXHEZ2","01HN8WXV114P8JEJGK5G1MH3Q0",NA,1,"experiment2-interactive-0.7",2,5
"73","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWSVDYWKHEET78816PA","01HN8WWPMZW3EB9T9KD3DGEP9D",31,4,"experiment2-slider-0.7",4,3
"74","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWSVDYWKHEET78816PA","01HN8WZCC15KVGMJZM59SR2VFG",80,4,"experiment2-slider-0.7",1,6
"75","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWSVDYWKHEET78816PA","01HN8WWTP66QFX9WNBFB3XC6EX",36,4,"experiment2-slider-0.7",3,3
"76","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWSVDYWKHEET78816PA","01HN8X1D7F07ZPSDRJP27M2VZN",70,4,"experiment2-slider-0.7",0,0
"77","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWQ1DXJGNBZGS34FJT7","01HN8WWPMZW3EB9T9KD3DGEP9D",29,5,"experiment2-slider-0.7",4,3
"78","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWQ1DXJGNBZGS34FJT7","01HN8WZCC15KVGMJZM59SR2VFG",65,5,"experiment2-slider-0.7",1,6
"79","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWQ1DXJGNBZGS34FJT7","01HN8WWTP66QFX9WNBFB3XC6EX",70,5,"experiment2-slider-0.7",3,3
"80","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWQ1DXJGNBZGS34FJT7","01HN8X1D7F07ZPSDRJP27M2VZN",50,5,"experiment2-slider-0.7",0,0
"81","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP000EXT77E0Q9CA6AH","01HN8WQEJZRX09DPVACEVBQB5A",91,3,"experiment2-interactive-0.7",1,1
"82","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP000EXT77E0Q9CA6AH","01HN8WFS0FP014KCJK7JJDSJQP",75,3,"experiment2-interactive-0.7",1,5
"83","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP000EXT77E0Q9CA6AH","01HN8WVXFEX730WAJDDJWD9D7C",80,3,"experiment2-interactive-0.7",0,3
"84","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP000EXT77E0Q9CA6AH","01HN8WWNZQ0VB9XQN3V18JVK1F",75,3,"experiment2-interactive-0.7",0,2
"85","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWSVDYWKHEETS7SYJKD","01HN8WWPMZW3EB9T9KD3DGEP9D",31,6,"experiment2-slider-0.7",4,3
"86","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWSVDYWKHEETS7SYJKD","01HN8WWTP66QFX9WNBFB3XC6EX",58,6,"experiment2-slider-0.7",3,3
"87","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWSVDYWKHEETS7SYJKD","01HN8X1D7F07ZPSDRJP27M2VZN",40,6,"experiment2-slider-0.7",0,0
"88","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWSVDYWKHEETS7SYJKD","01HN8WZCC15KVGMJZM59SR2VFG",60,6,"experiment2-slider-0.7",1,6
"89","01HN8VW75MDMST7DFQ91AXRDPK","01HN8X590RAW6CPYQSY0PXHEZ2","01HN8WVT6H7ER66EH9TZRVFX07",85,1,"experiment2-interactive-0.7",0,4
"90","01HN8VW75MDMST7DFQ91AXRDPK","01HN8X590RAW6CPYQSY0PXHEZ2","01HN8X282NVVR6E44GGSNJ99ZP",0,1,"experiment2-interactive-0.7",0,0
"91","01HN8VW75MDMST7DFQ91AXRDPK","01HN8X590RAW6CPYQSY0PXHEZ2","01HN8X1KP5TGHQK6BQ71TJR8E5",87,1,"experiment2-interactive-0.7",1,3
"92","01HN8VW75MDMST7DFQ91AXRDPK","01HN8X590RAW6CPYQSY0PXHEZ2","01HN8WXV114P8JEJGK5G1MH3Q0",80,1,"experiment2-interactive-0.7",2,5
"93","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWV3SAAS24SKJPM8PF3","01HN8WWPMZW3EB9T9KD3DGEP9D",31,7,"experiment2-slider-0.7",4,3
"94","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWV3SAAS24SKJPM8PF3","01HN8WZCC15KVGMJZM59SR2VFG",61,7,"experiment2-slider-0.7",1,6
"95","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWV3SAAS24SKJPM8PF3","01HN8WWTP66QFX9WNBFB3XC6EX",38,7,"experiment2-slider-0.7",3,3
"96","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWV3SAAS24SKJPM8PF3","01HN8X1D7F07ZPSDRJP27M2VZN",50,7,"experiment2-slider-0.7",0,0
"97","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP000EXT77E177AS4R9","01HN8WVXFEX730WAJDDJWD9D7C",NA,4,"experiment2-interactive-0.7",0,3
"98","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP000EXT77E177AS4R9","01HN8WWNZQ0VB9XQN3V18JVK1F",NA,4,"experiment2-interactive-0.7",0,2
"99","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP000EXT77E177AS4R9","01HN8WFS0FP014KCJK7JJDSJQP",NA,4,"experiment2-interactive-0.7",1,5
"100","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP000EXT77E177AS4R9","01HN8WQEJZRX09DPVACEVBQB5A",NA,4,"experiment2-interactive-0.7",1,1
"101","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWT6GG1ZTMX5DSCTEA7","01HN8WWTP66QFX9WNBFB3XC6EX",58,8,"experiment2-slider-0.7",3,3
"102","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWT6GG1ZTMX5DSCTEA7","01HN8WZCC15KVGMJZM59SR2VFG",55,8,"experiment2-slider-0.7",1,6
"103","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWT6GG1ZTMX5DSCTEA7","01HN8WWPMZW3EB9T9KD3DGEP9D",30,8,"experiment2-slider-0.7",4,3
"104","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWT6GG1ZTMX5DSCTEA7","01HN8X1D7F07ZPSDRJP27M2VZN",45,8,"experiment2-slider-0.7",0,0
"105","01HN8VW75MDMST7DFQ91AXRDPK","01HN8X590V8RBZCFJ3TQPY1HJ9","01HN8X282NVVR6E44GGSNJ99ZP",NA,2,"experiment2-interactive-0.7",0,0
"106","01HN8VW75MDMST7DFQ91AXRDPK","01HN8X590V8RBZCFJ3TQPY1HJ9","01HN8WVT6H7ER66EH9TZRVFX07",NA,2,"experiment2-interactive-0.7",0,4
"107","01HN8VW75MDMST7DFQ91AXRDPK","01HN8X590V8RBZCFJ3TQPY1HJ9","01HN8X1KP5TGHQK6BQ71TJR8E5",NA,2,"experiment2-interactive-0.7",1,3
"108","01HN8VW75MDMST7DFQ91AXRDPK","01HN8X590V8RBZCFJ3TQPY1HJ9","01HN8WXV114P8JEJGK5G1MH3Q0",NA,2,"experiment2-interactive-0.7",2,5
"109","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWWXJ5VCP5DM6PA1G2E","01HN8WWPMZW3EB9T9KD3DGEP9D",37,9,"experiment2-slider-0.7",4,3
"110","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWWXJ5VCP5DM6PA1G2E","01HN8WWTP66QFX9WNBFB3XC6EX",58,9,"experiment2-slider-0.7",3,3
"111","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWWXJ5VCP5DM6PA1G2E","01HN8X1D7F07ZPSDRJP27M2VZN",45,9,"experiment2-slider-0.7",0,0
"112","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWWXJ5VCP5DM6PA1G2E","01HN8WZCC15KVGMJZM59SR2VFG",50,9,"experiment2-slider-0.7",1,6
"113","01HN8VW97MVT36F4VQ6ZP5JHG2","01HN8X78SXHDXMNE76BX284A0S","01HN8WZHPZKCNSB98E5ZJC0WQ3",NA,1,"experiment2-interactive-0.7",2,5
"114","01HN8VW97MVT36F4VQ6ZP5JHG2","01HN8X78SXHDXMNE76BX284A0S","01HN8X2CSR1XYP5ZBQSGQ7K7CS",NA,1,"experiment2-interactive-0.7",2,5
"115","01HN8VW97MVT36F4VQ6ZP5JHG2","01HN8X78SXHDXMNE76BX284A0S","01HN8X3DQPKJZ3M532FMZ5GZ82",NA,1,"experiment2-interactive-0.7",0,7
"116","01HN8VW97MVT36F4VQ6ZP5JHG2","01HN8X78SXHDXMNE76BX284A0S","01HN8X2AXXATT3DFVAS597CNH7",NA,1,"experiment2-interactive-0.7",1,5
"117","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP000EXT77E177AS4R9","01HN8WFS0FP014KCJK7JJDSJQP",75,4,"experiment2-interactive-0.7",1,5
"118","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP000EXT77E177AS4R9","01HN8WQEJZRX09DPVACEVBQB5A",93,4,"experiment2-interactive-0.7",1,1
"119","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP000EXT77E177AS4R9","01HN8WVXFEX730WAJDDJWD9D7C",89,4,"experiment2-interactive-0.7",0,3
"120","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP000EXT77E177AS4R9","01HN8WWNZQ0VB9XQN3V18JVK1F",75,4,"experiment2-interactive-0.7",0,2
"121","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP2GNCDFN8J373GBM16","01HN8WFS0FP014KCJK7JJDSJQP",NA,5,"experiment2-interactive-0.7",1,5
"122","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP2GNCDFN8J373GBM16","01HN8WVXFEX730WAJDDJWD9D7C",NA,5,"experiment2-interactive-0.7",0,3
"123","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP2GNCDFN8J373GBM16","01HN8WQEJZRX09DPVACEVBQB5A",NA,5,"experiment2-interactive-0.7",1,1
"124","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP2GNCDFN8J373GBM16","01HN8WWNZQ0VB9XQN3V18JVK1F",NA,5,"experiment2-interactive-0.7",0,2
"125","01HN8VW75MDMST7DFQ91AXRDPK","01HN8X590V8RBZCFJ3TQPY1HJ9","01HN8X282NVVR6E44GGSNJ99ZP",100,2,"experiment2-interactive-0.7",0,0
"126","01HN8VW75MDMST7DFQ91AXRDPK","01HN8X590V8RBZCFJ3TQPY1HJ9","01HN8X1KP5TGHQK6BQ71TJR8E5",75,2,"experiment2-interactive-0.7",1,3
"127","01HN8VW75MDMST7DFQ91AXRDPK","01HN8X590V8RBZCFJ3TQPY1HJ9","01HN8WVT6H7ER66EH9TZRVFX07",85,2,"experiment2-interactive-0.7",0,4
"128","01HN8VW75MDMST7DFQ91AXRDPK","01HN8X590V8RBZCFJ3TQPY1HJ9","01HN8WXV114P8JEJGK5G1MH3Q0",75,2,"experiment2-interactive-0.7",2,5
"129","01HN8VW97MVT36F4VQ6ZP5JHG2","01HN8X78SXHDXMNE76BX284A0S","01HN8X2CSR1XYP5ZBQSGQ7K7CS",NA,1,"experiment2-interactive-0.7",2,5
"130","01HN8VW97MVT36F4VQ6ZP5JHG2","01HN8X78SXHDXMNE76BX284A0S","01HN8WZHPZKCNSB98E5ZJC0WQ3",71,1,"experiment2-interactive-0.7",2,5
"131","01HN8VW97MVT36F4VQ6ZP5JHG2","01HN8X78SXHDXMNE76BX284A0S","01HN8X2AXXATT3DFVAS597CNH7",NA,1,"experiment2-interactive-0.7",1,5
"132","01HN8VW97MVT36F4VQ6ZP5JHG2","01HN8X78SXHDXMNE76BX284A0S","01HN8X3DQPKJZ3M532FMZ5GZ82",95,1,"experiment2-interactive-0.7",0,7
"133","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP2GNCDFN8J373GBM16","01HN8WFS0FP014KCJK7JJDSJQP",75,5,"experiment2-interactive-0.7",1,5
"134","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP2GNCDFN8J373GBM16","01HN8WVXFEX730WAJDDJWD9D7C",100,5,"experiment2-interactive-0.7",0,3
"135","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP2GNCDFN8J373GBM16","01HN8WQEJZRX09DPVACEVBQB5A",94,5,"experiment2-interactive-0.7",1,1
"136","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP2GNCDFN8J373GBM16","01HN8WWNZQ0VB9XQN3V18JVK1F",83,5,"experiment2-interactive-0.7",0,2
"137","01HN8VW75MDMST7DFQ91AXRDPK","01HN8X590STJDAPY4GPM0F1V70","01HN8WVT6H7ER66EH9TZRVFX07",NA,3,"experiment2-interactive-0.7",0,4
"138","01HN8VW75MDMST7DFQ91AXRDPK","01HN8X590STJDAPY4GPM0F1V70","01HN8X282NVVR6E44GGSNJ99ZP",NA,3,"experiment2-interactive-0.7",0,0
"139","01HN8VW75MDMST7DFQ91AXRDPK","01HN8X590STJDAPY4GPM0F1V70","01HN8WXV114P8JEJGK5G1MH3Q0",NA,3,"experiment2-interactive-0.7",2,5
"140","01HN8VW75MDMST7DFQ91AXRDPK","01HN8X590STJDAPY4GPM0F1V70","01HN8X1KP5TGHQK6BQ71TJR8E5",NA,3,"experiment2-interactive-0.7",1,3
"141","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP2GNCDFN8J3R0XCDC6","01HN8WFS0FP014KCJK7JJDSJQP",NA,6,"experiment2-interactive-0.7",1,5
"142","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP2GNCDFN8J3R0XCDC6","01HN8WWNZQ0VB9XQN3V18JVK1F",NA,6,"experiment2-interactive-0.7",0,2
